"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"420","GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","9/1187","35/18903",0.000234798502226462,0.00311499346287107,0.0022785458662177,"HYAL1/CYTL1/NDNF/EGFLAM/CHST3/DCN/CHST9/DSEL/BGN",9
"418","GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","16/1187","94/18903",0.000232834265748659,0.00310371418361609,0.00227029533361573,"COL11A1/TBX15/OSR1/SIX2/HOXD3/HOXD4/TGFBR2/HYAL1/PDGFRA/HOXA2/HOXA3/HOXA5/HOXA7/HOXA9/ALX4/HOXC11",16
"417","GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","26/1187","195/18903",0.00022648788733699,0.0030263561348722,0.00221370970533592,"STIL/NES/KIRREL1/LMOD1/PROX1/ANKRD53/TACR1/SYNPO2/PLK4/SEMA5A/MAP1B/EDN1/SFRP1/MAPK15/TEK/CCL21/GSN/RAPGEF3/WASF3/RGCC/SLAIN1/FERMT2/NTRK3/CX3CL1/ARHGEF15/SPAG5",26
"416","GO:0010001","GO:0010001","glial cell differentiation","29/1187","227/18903",0.000214827405249068,0.00287744784146107,0.00210478672349289,"PLPP3/ROR1/EPHA4/KLF15/LEF1/FGF2/TPPP/ID4/DAAM2/RELN/PTPRZ1/PTN/NRG1/IL33/NFIB/NTRK2/TLR4/CDK1/EGR2/CNTN1/WASF3/NTRK3/METRN/IL34/ASPA/GFAP/LGI4/BMP2/SOX10",29
"415","GO:0007160","GO:0007160","cell-matrix adhesion","30/1187","238/18903",0.000213863949638359,0.00287144560815647,0.00210039622828085,"CD34/HOXD3/FN1/ITGA9/ADAMTS9/CCL28/PIK3R1/TNXB/UTRN/HOXA7/EPDR1/DLC1/SFRP1/FREM1/TEK/CCL21/ECM2/SORBS1/COL17A1/LYVE1/ITGA7/THSD1/FERMT2/FBLN5/CORO2B/CX3CL1/CDH13/CEACAM6/ARHGAP6/GPM6B",30
"414","GO:0042552","GO:0042552","myelination","21/1187","142/18903",0.000212638025313995,0.00286188182862217,0.00209340054415405,"KIF14/NFASC/MALL/SCN2A/ANK2/TPPP/ID4/HYCC1/PTPRZ1/PTN/NRG1/NTRK2/EGR2/ABCD2/CNTN1/WASF3/ASPA/LGI4/JAM2/CLDN5/SOX10",21
"413","GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","14/1187","75/18903",0.000208736070843734,0.0028161680066375,0.00205996193782832,"CCN1/DDR2/TP63/BMPR1B/FGF2/BMP6/CCN4/GDF10/FFAR4/IGF1/PRKD1/FERMT2/CEBPA/BMP2",14
"412","GO:0031346","GO:0031346","positive regulation of cell projection organization","40/1187","352/18903",0.000205955083830508,0.00278539254151357,0.0020374503949712,"ROR1/CRABP2/RGS2/FN1/EPHA4/ZMYND10/P2RY12/SLIT2/KIT/NDNF/SEMA5A/PIK3R1/MAP1B/TENM2/NEDD9/RELN/PLXNA4/PTN/EZH2/ENPP2/VLDLR/CCL21/NTRK2/RET/CXCL12/NEURL1/FZD4/DIXDC1/CNTN1/PRKD1/NTRK3/METRN/CX3CL1/ATP1B2/HAP1/PTK6/MIR221/ZDHHC15/PAK3/DOCK11",40
"408","GO:0035812","GO:0035812","renal sodium excretion","7/1187","21/18903",0.000201446091753275,0.00273104044586191,0.00199769309071246,"NPR1/TACR1/EDN1/DRD2/AVPR1A/EDNRB/AVPR2",7
"409","GO:0090231","GO:0090231","regulation of spindle checkpoint","7/1187","21/18903",0.000201446091753275,0.00273104044586191,0.00199769309071246,"CDCA8/MAD2L1/CCNB1/DUSP1/CDT1/AURKB/NDC80",7
"410","GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/1187","21/18903",0.000201446091753275,0.00273104044586191,0.00199769309071246,"CDCA8/MAD2L1/CCNB1/DUSP1/CDT1/AURKB/NDC80",7
"411","GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","7/1187","21/18903",0.000201446091753275,0.00273104044586191,0.00199769309071246,"CDCA8/MAD2L1/CCNB1/DUSP1/CDT1/AURKB/NDC80",7
"407","GO:0071300","GO:0071300","cellular response to retinoic acid","13/1187","66/18903",0.000199469770772312,0.00273082447848483,0.00199753511555772,"OSR1/CYP26B1/FZD7/HOXA2/AQP1/LEP/BRINP1/RET/FZD4/TESC/ALDH1A2/NTRK3/PTK6",13
"406","GO:0048863","GO:0048863","stem cell differentiation","31/1187","248/18903",0.000196877662043075,0.00270197618941875,0.00197643325753379,"OSR1/ZFP36L2/HOXD4/FN1/SEMA3G/TP63/PDGFRA/KIT/FGF2/SEMA5A/EDN1/HOXA7/SEMA3A/SEMA3D/PTN/EZH2/NRG1/SFRP1/SOX17/RET/FOLR1/A2M/SOX5/EDNRB/FOXA1/ALDH1A2/MEOX1/ZFP36/EDN3/SOX10/NAP1L2",31
"405","GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","22/1187","151/18903",0.000189360687390635,0.00260522901269289,0.00190566492937372,"EPHA2/E2F2/NPR1/PPARG/ADAMTS9/CXCL10/ECSCR/MIR145/HOXA5/TEK/KLF4/PDE3B/CREB3L1/DCN/RGCC/SPRY2/PTPRM/KLF2/ISM1/ADAMTS1/CLDN5/MIR221",22
"404","GO:0051047","GO:0051047","positive regulation of secretion","36/1187","304/18903",0.000188119567180417,0.00259455997111209,0.00189786077155439,"WLS/NPR1/PLA2G4A/TACR1/INHBB/PLA2R1/OXTR/PPARG/MYRIP/SPP1/SNCA/BMP6/EDN1/GPLD1/AQP1/INHBA/LEP/TLR4/CXCL12/FFAR4/RBP4/ADAM8/DRD2/AVPR1A/IGF1/HCAR2/RGCC/EDNRB/IRS2/NMB/DOC2B/MAP2K6/BMP2/KCNB1/EDN3/ACSL4",36
"403","GO:0008544","GO:0008544","epidermis development","41/1187","362/18903",0.000185310989954941,0.00256216584622563,0.00187416521641774,"EPHA2/PTCH2/TXNIP/CRABP2/LAMC2/LAMB3/CYP26B1/TP63/LDB2/FGF2/SLC44A4/HEY2/HOXA7/INHBA/EZH2/ANXA1/PTCH1/KLF4/SVEP1/TPRN/AKR1C3/CDH23/COL17A1/LGR4/ALX4/EMP1/KRT81/KRT5/HOXC13/FGF7/PPL/KRT15/KRT14/KRT17/NGFR/APCDD1/LAMA3/ZFP36/NTF4/MAFF/PPARA",41
"401","GO:0009954","GO:0009954","proximal/distal pattern formation","9/1187","34/18903",0.000184620006621072,0.00255896188281745,0.00187182159108875,"OSR1/CYP26B1/TP63/IRX1/HOXA9/HOXA10/HOXC11/HOXC10/ALDH1A2",9
"402","GO:0110110","GO:0110110","positive regulation of animal organ morphogenesis","9/1187","34/18903",0.000184620006621072,0.00255896188281745,0.00187182159108875,"CD34/FGF2/SPRY1/FGF1/EDN1/GATA3/HOXC11/NGFR/BMP2",9
"400","GO:0008016","GO:0008016","regulation of heart contraction","28/1187","214/18903",0.000183098563210403,0.00255056298552091,0.00186567799144915,"HSPB7/EDN2/GSTM2/RGS2/EPAS1/THRB/ANK2/PDE5A/EDN1/TBX18/HEY2/CACNA2D1/CAV1/CELF2/KCNIP2/ADM/DRD2/SCN2B/SCN3B/ABCC9/AVPR1A/EDNRB/ATP1B2/KCNJ2/EDN3/ADM2/DMD/CLIC2",28
"398","GO:0010460","GO:0010460","positive regulation of heart rate","8/1187","27/18903",0.000178824455102935,0.00249726782915678,0.00182669381389939,"EDN2/EDN1/HEY2/ADM/SCN3B/AVPR1A/EDN3/ADM2",8
"399","GO:1905820","GO:1905820","positive regulation of chromosome separation","8/1187","27/18903",0.000178824455102935,0.00249726782915678,0.00182669381389939,"CDCA8/NCAPH/NCAPG/MAPK15/ESPL1/DLGAP5/CDT1/AURKB",8
"397","GO:0015908","GO:0015908","fatty acid transport","17/1187","101/18903",0.000173052767773935,0.0024288413653309,0.00177664143396706,"RBP7/PLA2G5/CRABP2/PLA2G4A/PLA2R1/PPARG/ACSL1/SLC27A6/EDN1/FABP4/ANXA1/DRD2/ABCD2/IRS2/NMB/MAP2K6/PPARA",17
"394","GO:0002691","GO:0002691","regulation of cellular extravasation","10/1187","41/18903",0.000171577838156788,0.00241667764139817,0.00176774395048432,"SELP/PTGER4/CCL28/CCL21/CXCL12/ADAM8/LYVE1/PDGFD/PLCB1/XG",10
"395","GO:0051281","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","10/1187","41/18903",0.000171577838156788,0.00241667764139817,0.00176774395048432,"GSTM2/CXCL9/CXCL10/CXCL11/PKD2/SNCA/CEMIP/CX3CL1/HAP1/JPH2",10
"396","GO:0030010","GO:0030010","establishment of cell polarity","22/1187","150/18903",0.000171752395189102,0.00241667764139817,0.00176774395048432,"KIF26B/CENPA/CYP26B1/AMOTL2/EPHB1/MAD2L1/SPRY1/FAT1/MAP1B/UST/KANK1/CCL21/GSN/SAPCD2/GATA3/AMOTL1/SPRY2/PLK1/CDH5/SPAG5/NDC80/MISP",22
"392","GO:0046879","GO:0046879","hormone secretion","35/1187","291/18903",0.000169773719786437,0.0024114368781419,0.00176391045304822,"BMP8A/TACR1/INHBB/ACVR1C/PPARG/MYRIP/ADCY5/ADIPOQ/SPP1/BMP6/EDN1/GPLD1/PRKN/AQP1/INHBA/LEP/SFRP1/CCN3/ANXA1/GATA3/FFAR4/RBP4/ADRA2A/ADM/FZD4/DRD2/HCAR2/FOXO1/IRS2/NMB/DOC2B/LTBP4/KCNB1/EDN3/ACSL4",35
"393","GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","19/1187","120/18903",0.000170081603214244,0.0024114368781419,0.00176391045304822,"PROX1/KAT2B/CDC25A/PKD2/CCNA2/CCNB1/CDC25C/CCNE2/CKS2/CDKN1C/RGCC/CDKN3/CCNB2/BLM/CCNF/PKMYT1/PLK1/CDC6/CEBPA",19
"391","GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","24/1187","170/18903",0.000162341724323453,0.00231347337066568,0.0016922524070007,"CADM3/IGSF9/NECTIN3/FAT4/PCDH18/FAT1/PCDHB4/PCDHB7/PCDHB15/PCDHGA2/PCDHGB6/PCDHGB7/FAT2/RET/CDH23/ROBO3/ROBO4/AMIGO2/CDH5/CDH13/PECAM1/PTPRM/CEACAM5/CEACAM6",24
"387","GO:0007163","GO:0007163","establishment or maintenance of cell polarity","30/1187","234/18903",0.000158304307552271,0.00227022027632534,0.00166061376618652,"KIF2C/RHOU/KIF26B/CENPA/CYP26B1/RND3/AMOTL2/EPHB1/MAD2L1/SPRY1/FAT1/MAP1B/DST/UST/AQP1/KANK1/TEK/CCL21/GSN/SAPCD2/GATA3/AMOTL1/RND1/SPRY2/RHOJ/PLK1/CDH5/SPAG5/NDC80/MISP",30
"388","GO:0046883","GO:0046883","regulation of hormone secretion","30/1187","234/18903",0.000158304307552271,0.00227022027632534,0.00166061376618652,"BMP8A/TACR1/INHBB/ACVR1C/PPARG/MYRIP/ADCY5/ADIPOQ/SPP1/BMP6/EDN1/GPLD1/PRKN/INHBA/LEP/SFRP1/CCN3/ANXA1/FFAR4/RBP4/ADRA2A/DRD2/HCAR2/FOXO1/IRS2/NMB/DOC2B/KCNB1/EDN3/ACSL4",30
"389","GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","35/1187","290/18903",0.000158697504403428,0.00227022027632534,0.00166061376618652,"BMP8A/CCN1/TGFBR3/GREM2/CRIM1/INHBB/ZEB2/PPARG/TGFBR2/IL17RD/SPRY1/BMP6/TTK/DACT2/BMPER/INHBA/CAV2/CAV1/SFRP1/CCN3/GDF10/CDKN1C/DKK3/FOLR1/SPRY2/RGMA/ZNF423/CDH5/RNF165/GDF15/LTBP4/BMP2/PPARA/CHRDL1/GPC3",35
"390","GO:0060395","GO:0060395","SMAD protein signal transduction","15/1187","82/18903",0.000158899121996928,0.00227022027632534,0.00166061376618652,"BMP8A/JUN/SPTBN1/ATOH8/INHBB/PPARG/BMP6/INHBA/CCN3/GDF10/ABTB3/SMAD9/FOS/GDF15/BMP2",15
"385","GO:0016525","GO:0016525","negative regulation of angiogenesis","22/1187","149/18903",0.000155606207951006,0.00224813138789456,0.00164445625381187,"EPHA2/E2F2/NPR1/PPARG/ADAMTS9/CXCL10/ECSCR/MIR145/HOXA5/TEK/KLF4/PDE3B/CREB3L1/DCN/RGCC/SPRY2/PTPRM/KLF2/ISM1/ADAMTS1/CLDN5/MIR221",22
"386","GO:0051928","GO:0051928","positive regulation of calcium ion transport","20/1187","129/18903",0.000155739180855582,0.00224813138789456,0.00164445625381187,"GSTM2/STAC/MYLK/CXCL9/CXCL10/CXCL11/PKD2/SNCA/ANK2/ADCYAP1R1/CACNA2D1/CAV1/CXCL12/TRPC6/CEMIP/CX3CL1/STAC2/HAP1/JPH2/RGN",20
"384","GO:0002067","GO:0002067","glandular epithelial cell differentiation","14/1187","73/18903",0.000154781373939213,0.00224594222809712,0.0016428549339162,"NR5A2/PROX1/RARB/TP63/FGF2/BMP6/SPDEF/AGR2/HOXA5/CAV1/NFIB/KLF4/FOXA1/BMP2",14
"383","GO:0035051","GO:0035051","cardiocyte differentiation","23/1187","159/18903",0.000152553639695403,0.00221939655452424,0.00162343738601237,"TGFBR3/RGS2/PROX1/FZD7/RARB/PDGFRA/SPRY1/SORBS2/MIR145/EDN1/PI16/TBX18/HEY2/INHBA/NRG1/SOX17/CDK1/FOLR1/IGF1/MYH11/FHOD3/BMP2/PPARA",23
"382","GO:0110053","GO:0110053","regulation of actin filament organization","34/1187","278/18903",0.00015161733450158,0.00221154918283456,0.00161769721463245,"S1PR1/KIRREL1/LMOD1/PLEKHH2/SPTBN1/TACR1/SLIT2/SYNPO2/SEMA5A/PTGER4/PIK3R1/DAAM2/PRKN/DLC1/SFRP1/RHPN1/KANK1/CCL21/GSN/CXCL12/ADD3/RAPGEF3/CIT/WASF3/RGCC/FERMT2/TMOD2/CORO2B/CX3CL1/ARHGEF15/FHOD3/KANK3/ARHGAP6/PAK3",34
"381","GO:0010676","GO:0010676","positive regulation of cellular carbohydrate metabolic process","12/1187","56/18903",0.000150765095491935,0.00220489005795554,0.00161282621838588,"KAT2B/PTH1R/SNCA/GPLD1/ADCYAP1R1/SORBS1/DGAT2/IGF1/FOXO1/IRS2/PPARA/RGN",12
"380","GO:0010810","GO:0010810","regulation of cell-substrate adhesion","29/1187","222/18903",0.000145743887932862,0.00213706564095239,0.00156321422181729,"CCN1/VIT/LIMS2/FZD7/FN1/ABI3BP/CCDC80/NDNF/EGFLAM/CCL28/PIK3R1/NEDD9/UTRN/AGR2/HOXA7/DLC1/SFRP1/KANK1/TEK/CCL21/ECM2/FZD4/FERMT2/CORO2B/CX3CL1/CDH13/CEACAM6/ARHGAP6/GPM6B",29
"379","GO:0009914","GO:0009914","hormone transport","36/1187","300/18903",0.000144474372455973,0.00212404011431314,0.00155368634953347,"BMP8A/TACR1/INHBB/ACVR1C/PPARG/MYRIP/ADCY5/ADIPOQ/SPP1/BMP6/EDN1/GPLD1/PRKN/AQP1/INHBA/LEP/SFRP1/CCN3/ANXA1/GATA3/FFAR4/RBP4/ADRA2A/ADM/FZD4/DRD2/HCAR2/FOXO1/IRS2/NMB/SLC7A5/DOC2B/LTBP4/KCNB1/EDN3/ACSL4",36
"377","GO:0098801","GO:0098801","regulation of renal system process","9/1187","33/18903",0.000143693133081135,0.00211934800315838,0.00155025417845416,"NPR1/TACR1/ADIPOQ/EDN1/DRD2/AVPR1A/EDNRB/CORO2B/AVPR2",9
"378","GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","33/1187","266/18903",0.00014377486453587,0.00211934800315838,0.00155025417845416,"TNFRSF18/PLPP3/FCGR1A/EPHA4/ADIPOQ/FGFR3/DOK7/KIT/GHR/TSLP/BMP6/NEDD9/RELN/CAV1/LEP/NRG1/SFRP1/ANGPT1/ENPP2/NEURL1/ADRA2A/PDGFD/GPRC5A/CNTN1/IGF1/FGF7/GPRC5B/CTF1/IL34/PECAM1/PRNP/PTK6/MIR221",33
"376","GO:0071379","GO:0071379","cellular response to prostaglandin stimulus","7/1187","20/18903",0.000141960684511245,0.00210373652685282,0.00153883474363814,"PTGFR/TNFSF4/PTGER4/SFRP1/AKR1C2/AKR1C3/GNG2",7
"375","GO:0048706","GO:0048706","embryonic skeletal system development","20/1187","128/18903",0.000139685529591049,0.0020755407223502,0.00151821016302187,"COL11A1/TBX15/OSR1/SIX2/HOXD3/HOXD4/TGFBR2/HYAL1/PDGFRA/HOXA2/HOXA3/HOXA5/HOXA6/HOXA7/HOXA9/DMRT2/PCSK5/RBP4/ALX4/HOXC11",20
"374","GO:0097530","GO:0097530","granulocyte migration","23/1187","158/18903",0.000138553253251827,0.00206422119550584,0.00150993019023663,"EDN2/S100A14/DPP4/ITGA9/SLIT2/CXCL3/CXCL2/CXCL9/CXCL10/CXCL11/PTGER4/EDN1/RARRES2/CCL21/ANXA1/ADAM8/SAA1/CX3CL1/IL34/CCL14/PECAM1/EDN3/XG",23
"371","GO:1902692","GO:1902692","regulation of neuroblast proliferation","10/1187","40/18903",0.000137389194503484,0.00206044435210426,0.00150716751640679,"ASPM/PROX1/CX3CR1/FGF2/ID4/PTN/DRD2/CX3CL1/WDR62/SOX10",10
"372","GO:0046364","GO:0046364","monosaccharide biosynthetic process","16/1187","90/18903",0.000137929961115378,0.00206044435210426,0.00150716751640679,"LEPR/ATF3/KAT2B/ADIPOQ/NR3C1/LEP/RBP4/DGAT2/GPD1/SDS/FOXO1/SORD/ALDOC/PPARA/RGN/PFKFB1",16
"373","GO:0055006","GO:0055006","cardiac cell development","16/1187","90/18903",0.000137929961115378,0.00206044435210426,0.00150716751640679,"TGFBR3/RGS2/PROX1/PDGFRA/SPRY1/SORBS2/EDN1/PI16/TBX18/HEY2/INHBA/CDK1/IGF1/MYH11/FHOD3/PPARA",16
"370","GO:0050926","GO:0050926","regulation of positive chemotaxis","8/1187","26/18903",0.000133123428855065,0.00200476687994709,0.00146644072980601,"ARTN/F3/S1PR1/CXCL12/F7/NTRK3/CDH13/VEGFD",8
"369","GO:0060249","GO:0060249","anatomical structure homeostasis","39/1187","333/18903",0.000131173119834293,0.00198074965776878,0.00144887268577488,"S1PR1/PIGR/CD34/AKT3/EPAS1/PTH1R/CYTL1/LDB2/JCHAIN/SPP1/ADRB2/ADGRF5/LAMA2/IL20RA/PRKN/PDK4/CAV1/ANGPT1/ALDH1A1/TLR4/CDH23/RBP4/ADAM8/TUB/PIWIL4/TYRO3/ZG16B/CX3CL1/CDH5/CALB2/ATP1B2/PECAM1/PRKCA/COMP/JAM2/TFF3/TFF1/CLDN5/DMD",39
"367","GO:0048736","GO:0048736","appendage development","25/1187","178/18903",0.000130164363161432,0.0019708582378682,0.00144163734027764,"CRABP2/OSR1/PKDCC/CYP26B1/KAT2B/RARB/TP63/LEF1/PITX1/MEOX2/HOXA9/HOXA10/RECK/PCSK5/PTCH1/ALX4/ZBTB16/HOXC13/HOXC11/HOXC10/FERMT2/ALDH1A2/RNF165/COMP/GPC3",25
"368","GO:0060173","GO:0060173","limb development","25/1187","178/18903",0.000130164363161432,0.0019708582378682,0.00144163734027764,"CRABP2/OSR1/PKDCC/CYP26B1/KAT2B/RARB/TP63/LEF1/PITX1/MEOX2/HOXA9/HOXA10/RECK/PCSK5/PTCH1/ALX4/ZBTB16/HOXC13/HOXC11/HOXC10/FERMT2/ALDH1A2/RNF165/COMP/GPC3",25
"366","GO:0072507","GO:0072507","divalent inorganic cation homeostasis","41/1187","356/18903",0.000129113422499107,0.00196562838842903,0.001437811826047,"ALPL/EDN2/GSTM2/S100A14/TMEM178A/PTH1R/CXCL9/CXCL10/CXCL11/PKD2/SNCA/ANK2/FGF2/EDN1/NT5E/PRKN/CAV2/CAV1/MICU3/CCL21/CXCL12/CDH23/ADM/TRPC6/DRD2/KL/PRKD1/CEMIP/ABCC6/MT1M/MT1X/CX3CL1/CDH5/CALB2/CCL14/HAP1/JPH2/EDN3/DMD/RGN/CLIC2",41
"365","GO:0032526","GO:0032526","response to retinoic acid","18/1187","108/18903",0.000128437262975524,0.00196069158712224,0.00143420066976562,"OSR1/CYP26B1/FZD7/BMP6/HOXA2/AQP1/LEP/PTCH1/KLF4/BRINP1/RET/RBP4/FZD4/TESC/GJB2/ALDH1A2/NTRK3/PTK6",18
"364","GO:0010761","GO:0010761","fibroblast migration","12/1187","55/18903",0.000125548696099639,0.00192186080952525,0.001405796851642,"DDR2/TNS1/FGF2/MIR145/AKAP12/AQP1/CCN3/ARID5B/ACTA2/CD248/CYGB/PAK3",12
"363","GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","26/1187","188/18903",0.000124646698037009,0.00191330964590142,0.00139954187269624,"GSTM2/STAC/CXCL9/CXCL10/CXCL11/PKD2/SNCA/ANK2/ADCYAP1R1/CACNA2D1/CAV1/ADRA2A/AHNAK/DRD2/CABP1/PRKD1/CEMIP/CX3CL1/STAC2/HAP1/PRNP/REM1/JPH2/DMD/RGN/CLIC2",26
"362","GO:0001894","GO:0001894","tissue homeostasis","34/1187","275/18903",0.000122787494348307,0.00188997767543858,0.00138247507448865,"S1PR1/PIGR/CD34/AKT3/EPAS1/PTH1R/CYTL1/LDB2/JCHAIN/SPP1/ADRB2/ADGRF5/LAMA2/IL20RA/PDK4/ANGPT1/ALDH1A1/TLR4/CDH23/RBP4/ADAM8/TUB/PIWIL4/ZG16B/CDH5/ATP1B2/PECAM1/PRKCA/COMP/JAM2/TFF3/TFF1/CLDN5/DMD",34
"360","GO:0050919","GO:0050919","negative chemotaxis","11/1187","47/18903",0.000122315106738514,0.00188792181370361,0.00138097125905096,"LGR6/DPP4/SEMA3G/SLIT2/SEMA5A/SLIT3/SEMA3A/SEMA3D/PLXNA4/NRG1/FLRT2",11
"361","GO:1902895","GO:1902895","positive regulation of miRNA transcription","11/1187","47/18903",0.000122315106738514,0.00188792181370361,0.00138097125905096,"JUN/ATOH8/PPARG/FGF2/EGR1/NR3C1/KLF4/GATA3/FOS/NGFR/BMP2",11
"358","GO:0031667","GO:0031667","response to nutrient levels","51/1187","474/18903",0.0001206399810585,0.0018728900906908,0.00136997590039574,"ALPL/BMP8A/NUAK2/ATF3/PROX1/MAP1LC3C/CYP26B1/INHBB/ACVR1C/CPS1/PPARG/TGFBR2/ADIPOQ/CXCL10/SPP1/ACSL1/GHR/CCL28/MAP1B/ADRB2/CLPSL2/CLPSL1/RRAGD/SLC22A3/PDK4/LEP/LPL/SFRP1/AKR1C3/ADM/CAT/FOLR1/FOLR2/SIK2/A2M/ACACB/KL/POSTN/FOXO1/F7/PRKD1/FOS/SORD/ALDH1A2/SLC7A5/BRIP1/GDF15/ZFP36/KCNB1/PPARA/PFKFB1",51
"359","GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","19/1187","117/18903",0.000120668977487078,0.0018728900906908,0.00136997590039574,"PROX1/KAT2B/CDC25A/PKD2/CCNA2/CCNB1/CDC25C/CCNE2/CKS2/CDKN1C/RGCC/CDKN3/CCNB2/BLM/CCNF/PKMYT1/PLK1/CDC6/CEBPA",19
"356","GO:0051231","GO:0051231","spindle elongation","6/1187","14/18903",0.000117336663165109,0.00183137223292994,0.00133960654511368,"CDCA8/KIF11/RACGAP1/KIF23/AURKB/KIF4A",6
"357","GO:0051255","GO:0051255","spindle midzone assembly","6/1187","14/18903",0.000117336663165109,0.00183137223292994,0.00133960654511368,"CDCA8/CCDC69/RACGAP1/KIF23/AURKB/KIF4A",6
"354","GO:0099177","GO:0099177","regulation of trans-synaptic signaling","49/1187","449/18903",0.000115438704935408,0.00181622873692353,0.00132852942709183,"RIMS3/CDC20/TACR1/EPHA4/OXTR/CX3CR1/EPHB1/MME/ADIPOQ/NSG1/KIT/SNCA/MAP1B/SNCAIP/ADRB2/EDN1/LAMA2/AKAP12/PRKN/RELN/PRKAR2B/PTN/ZDHHC2/APBA1/NTRK2/EGR2/SNCG/NEURL1/ADRA2A/CNIH2/DRD2/BEGAIN/MCTP2/RAB26/CX3CL1/CALB2/HAP1/GFAP/CACNG4/GRIK5/NTF4/PRNP/PLCB1/RIMS4/KCNB1/S100B/MAPK8IP2/NLGN4X/CHRDL1",49
"355","GO:1903522","GO:1903522","regulation of blood circulation","33/1187","263/18903",0.000115714501365372,0.00181622873692353,0.00132852942709183,"HSPB7/EDN2/GSTM2/RGS2/EPAS1/TACR1/OXTR/THRB/ANK2/PDE5A/EDN1/TBX18/HEY2/CACNA2D1/CAV1/LEP/CELF2/KCNIP2/ADRA2A/ADM/DRD2/SCN2B/SCN3B/ABCC9/AVPR1A/EDNRB/ATP1B2/KCNJ2/EDN3/ADM2/DMD/AVPR2/CLIC2",33
"353","GO:0010906","GO:0010906","regulation of glucose metabolic process","18/1187","107/18903",0.00011358562552283,0.00179291531278529,0.00131147619509288,"LEPR/KAT2B/ADIPOQ/NR3C1/GPLD1/PRKN/PDK4/LEP/SORBS1/DGAT2/IGF1/ACACB/FOXO1/IRS2/TFF3/PPARA/RGN/PFKFB1",18
"352","GO:0050804","GO:0050804","modulation of chemical synaptic transmission","49/1187","448/18903",0.000109314934610395,0.0017304057262759,0.00126575187443615,"RIMS3/CDC20/TACR1/EPHA4/OXTR/CX3CR1/EPHB1/MME/ADIPOQ/NSG1/KIT/SNCA/MAP1B/SNCAIP/ADRB2/EDN1/LAMA2/AKAP12/PRKN/RELN/PRKAR2B/PTN/ZDHHC2/APBA1/NTRK2/EGR2/SNCG/NEURL1/ADRA2A/CNIH2/DRD2/BEGAIN/MCTP2/RAB26/CX3CL1/CALB2/HAP1/GFAP/CACNG4/GRIK5/NTF4/PRNP/PLCB1/RIMS4/KCNB1/S100B/MAPK8IP2/NLGN4X/CHRDL1",49
"351","GO:0007626","GO:0007626","locomotory behavior","27/1187","197/18903",0.000108779570761486,0.00172683694667521,0.00126314139447735,"DPP4/EPHA4/CHL1/ADCY5/SNCA/NPY1R/SELENOP/ARRDC3/EGR1/SOBP/PRKN/RELN/NRG1/PREX2/APBA1/CXCL12/CDH23/SNCG/NAV2/FZD4/DRD2/CNTN1/ALDH1A3/EFNB3/LGI4/NTF4/RCAN1",27
"350","GO:0072009","GO:0072009","nephron epithelium development","19/1187","116/18903",0.000107278444370523,0.00170787283437873,0.00124926958376741,"CD34/KIF26B/OSR1/SIX2/KLF15/ADIPOQ/PKD2/FGF2/IRX1/KLHL3/FGF1/AQP1/PTCH1/GATA3/LGR4/EDNRB/PECAM1/BMP2/GPC3",19
"348","GO:0032370","GO:0032370","positive regulation of lipid transport","16/1187","88/18903",0.000104694887688469,0.001671518378797,0.00122267713807798,"PLA2G4A/PLA2R1/PPARG/ADIPOQ/SPP1/ACSL1/BMP6/EDN1/EEPD1/CAV1/PTCH1/NMB/CES1/ABCA5/MAP2K6/PLTP",16
"349","GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","16/1187","88/18903",0.000104694887688469,0.001671518378797,0.00122267713807798,"CCN1/HSD17B13/FGF1/BMP6/GPLD1/ADGRF5/MLXIPL/ANXA1/CCDC3/SORBS1/ADM/DGAT2/ABCD2/AVPR1A/PPARA/RGN",16
"347","GO:0006576","GO:0006576","cellular biogenic amine metabolic process","17/1187","97/18903",0.000103660886306273,0.00166454887175375,0.0012175791044377,"NPR1/EPAS1/SNCA/TDO2/RNF180/SNCAIP/SLC22A3/PRKN/SLC29A4/GATA3/DRD2/ALDH2/KL/AOC2/IL4I1/MAOA/MAOB",17
"346","GO:0061614","GO:0061614","miRNA transcription","13/1187","62/18903",0.000102377049041313,0.0016486847319601,0.00120597485210819,"JUN/ATOH8/PPARG/FGF2/EGR1/NR3C1/NFIB/KLF4/GATA3/FOS/NGFR/BMP2/PPARA",13
