"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"433","GO:1903829","GO:1903829","positive regulation of protein localization","55/1430","451/18903",0.00030006299353193,0.00388345871007079,0.0030629789526331,"NR0B2/WLS/PYHIN1/CD247/PFKFB2/TNFAIP6/ERBB4/GPD1L/GPR27/EPHA3/HCLS1/CASR/EGF/TLR2/OXCT1/ABLIM3/TREM2/MICALL2/ZDHHC2/PTP4A3/ANK3/ADAM8/RIC3/ANO1/EXPH5/RAPGEF3/STAC3/P2RX7/GZMB/TMEM30B/CORO2B/ABHD17C/BAIAP3/ABAT/PLK1/ITGAM/CDH1/CDT1/MYH10/ERBB2/CDK5RAP3/NGFR/NDC80/MTCL1/TYROBP/TGFB1/BBC3/CD33/SLC5A3/TRPM2/ITGB2/RAC2/SYTL4/ACSL4/TENM1",55
"434","GO:0032640","GO:0032640","tumor necrosis factor production","28/1430","184/18903",0.000300587996242134,0.00388345871007079,0.0030629789526331,"PTPN22/CD2/CD84/FCGR3A/PTPRC/CCR2/SPON2/TLR2/TLR3/HAVCR2/TREM2/CARD9/CLEC7A/ARG2/SPN/PYCARD/MIR140/LGALS9/CCL3/TYROBP/AXL/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",28
"435","GO:0032680","GO:0032680","regulation of tumor necrosis factor production","28/1430","184/18903",0.000300587996242134,0.00388345871007079,0.0030629789526331,"PTPN22/CD2/CD84/FCGR3A/PTPRC/CCR2/SPON2/TLR2/TLR3/HAVCR2/TREM2/CARD9/CLEC7A/ARG2/SPN/PYCARD/MIR140/LGALS9/CCL3/TYROBP/AXL/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",28
"432","GO:0040013","GO:0040013","negative regulation of locomotion","52/1430","419/18903",0.000284167852287606,0.00369681326355635,0.00291576711984188,"PADI2/CLDN19/TACSTD2/TMIGD3/ADORA3/SLAMF8/TNFAIP6/SRGAP3/SEMA3B/SEMA3G/CD200/SEMA5B/PFN2/ST6GAL1/CXCL13/SAP30/CD74/GJA1/HOXA7/IGFBP3/MAGI2/SERPINE1/EPHA1/ANGPT2/GNRH1/SFRP1/MAPK15/C5/MIR126/GATA3/CXCL12/NRG3/ARHGDIB/PTPRO/DCN/RGCC/DACH1/VASH1/DLL4/CDH1/MIR140/MARVELD3/NGFR/CD300A/CYGB/EMILIN2/TGFB1/ADA/HMOX1/RGN/TIMP1/WAS",52
"429","GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","16/1430","80/18903",0.000278145715869282,0.00362770739594944,0.0028612616303321,"ERBB4/PLXNB1/HCLS1/PDGFRA/EGF/TREM2/NCF1/TEK/NTRK2/MIR126/CAT/PDGFD/DCN/FLT1/CCL5/HCST",16
"430","GO:0070227","GO:0070227","lymphocyte apoptotic process","16/1430","80/18903",0.000278145715869282,0.00362770739594944,0.0028612616303321,"PDCD1/CD74/IDO1/PRKCQ/ADAM8/CD3G/CD27/P2RX7/ARG2/AURKB/LGALS9/CCL5/JAK3/ADA/BIRC7/BTK",16
"431","GO:1903532","GO:1903532","positive regulation of secretion by cell","38/1430","278/18903",0.000278210300294343,0.00362770739594944,0.0028612616303321,"NR0B2/WLS/AVPR1B/PFKFB2/SDC1/TACR1/INHBB/GPR27/ILDR1/CASR/GATA2/P2RY1/NLGN1/TLR2/OXCT1/HLA-F/TREM2/CADPS2/CXCL12/ADAM8/SYT7/ANO1/EXPH5/SLC4A8/P2RX7/RGCC/NMB/BAIAP3/ABAT/ITGAM/MYH10/UNC13D/TGFB1/CD33/TRPM2/ITGB2/SYTL4/ACSL4",38
"428","GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","13/1430","57/18903",0.000265241947264754,0.00348284986828952,0.00274700895211972,"FCGR2B/PTPRC/SUSD4/IL20RB/HAVCR2/HLA-F/HLA-G/NCKAP1L/FOXJ1/JAK3/IL4I1/LILRB1/LILRB4",13
"427","GO:0070293","GO:0070293","renal absorption","9/1430","30/18903",0.000263239845684915,0.00346465558020895,0.00273265867171003,"CLCNKA/CLCNKB/SLC15A2/AQP3/KCNQ1/UMOD/SLC5A2/WNK4/SLC5A1",9
"425","GO:1903902","GO:1903902","positive regulation of viral life cycle","8/1430","24/18903",0.000257853007475417,0.00340960695585336,0.00268924047407726,"CD74/TMPRSS4/CD4/TYRO3/LGALS9/AXL/TMPRSS2/LGALS1",8
"426","GO:0051928","GO:0051928","positive regulation of calcium ion transport","22/1430","129/18903",0.000258450634020201,0.00340960695585336,0.00268924047407726,"ATP1B1/CASR/CXCL9/CXCL10/CXCL11/ANK2/HOMER1/CAV1/CXCL12/CRACR2A/STAC3/P2RX7/HSPA2/TRPV2/CCL5/CCL3/CCL4/F2RL3/JAK3/LILRA2/MCHR1/RGN",22
"424","GO:0043087","GO:0043087","regulation of GTPase activity","48/1430","376/18903",0.000250107975308365,0.00331511042743635,0.00261470874881709,"RAP1GAP/ASAP3/VAV3/XCL2/RGS1/ARHGAP25/PROM2/ARHGAP15/CCL20/ALS2CL/PLXNB1/EPHA3/ARHGEF26/CXCL13/ARHGAP24/FGD2/CAV2/EPHA1/EZH2/SFRP1/NTRK2/RALGPS1/ARHGAP22/TBC1D10C/WNK1/RAPGEF3/ARHGAP9/TBC1D4/GPR65/PYCARD/RAP1GAP2/ADAP2/CCL5/CCL18/CCL3/CCL4/ERBB2/RAPGEFL1/CCR7/FOXJ1/VAV1/RASAL3/GMIP/RASGRP4/CD40/STMN3/SH3BP1/RGN",48
"422","GO:0030224","GO:0030224","monocyte differentiation","10/1430","36/18903",0.000244217431347555,0.00324468549449943,0.00255916288019051,"IFI16/INPP5D/CSF1R/CD74/VEGFA/HOXA7/MYC/CD4/PDE1B/MT1G",10
"423","GO:0050869","GO:0050869","negative regulation of B cell activation","10/1430","36/18903",0.000244217431347555,0.00324468549449943,0.00255916288019051,"LAPTM5/MNDA/FCGR2B/INPP5D/SFRP1/TBC1D10C/CD300A/FOXJ1/TYROBP/BTK",10
"421","GO:0006813","GO:0006813","potassium ion transport","35/1430","247/18903",0.000238998178737494,0.00319042699407296,0.00251636787264305,"ATP1A1/KCNJ10/NOS1AP/ATP1B1/KCNK3/SLC9A4/SLC9A2/KCNE4/KCNMB2/ANK2/SLC9A3/SLC1A3/TREM2/CAV1/DPP6/KCNK9/FXYD4/ANK3/KCNMA1/KCNQ1/KCNE3/KCNJ1/WNK1/NOS1/ATP12A/KCNK13/SLC12A1/NETO2/SLC12A3/KCNJ12/WNK4/KCNJ16/KCNJ2/NEDD4L/SNAP25",35
"420","GO:0060562","GO:0060562","epithelial tube morphogenesis","44/1430","335/18903",0.000238163455694734,0.00318685385953429,0.00251354965396121,"TACSTD2/VANGL2/PBX1/PROX1/GDF7/CXCR4/CASR/CXCL10/SHROOM3/NPNT/EGF/IRX2/IRX1/ADAMTS16/FGF1/CSF1R/VEGFA/PKHD1/TCF21/COBL/SFRP1/RDH10/GRHL2/MYC/GATA3/STOX1/ADM/WT1/ST14/VDR/TBX3/COL4A1/DLL4/CTSH/ITGAX/IRX3/ESRP2/HS3ST3B1/LHX1/WNK4/TGFB1/OVOL2/BMP7/GPC3",44
"419","GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","47/1430","365/18903",0.000236560110563258,0.00317295422760265,0.0025025866739904,"ASAP3/TACSTD2/PROX1/PLEK/TACR1/TMSB10/MYO3B/EPHA3/HCLS1/PFN2/RHOH/PDGFRA/RHOBTB3/CSF1R/CYFIP2/CARMIL1/CCN2/SCIN/EPHA1/SFRP1/TEK/MYO3A/CXCL12/SPTBN2/ARHGDIB/RAPGEF3/NCKAP1L/WASF3/RGCC/SPTB/GPR65/CGNL1/CORO2B/CORO1A/PYCARD/CCR7/FHOD3/GMFG/PLEKHG2/HCK/TRPM2/RAC2/SH3BP1/GPM6B/WAS/TENM1/FRMD7",47
"418","GO:0097485","GO:0097485","neuron projection guidance","34/1430","237/18903",0.000230250092013941,0.00309570697875203,0.00244165987779074,"EFNA3/NFASC/GDF7/NRP2/CHL1/PLXNB1/SEMA3B/SEMA3G/EPHA3/SEMA5B/RHOH/BMPR1B/EMB/CSF1R/TUBB2B/VEGFA/LAMA2/DLX5/EPHA1/PRKCQ/GATA3/CXCL12/PTPRO/CNTN1/LHX1/ERBB2/NGFR/SCN1B/FLRT3/BMP7/CDH4/RAC2/OPHN1/L1CAM",34
"417","GO:0002548","GO:0002548","monocyte chemotaxis","15/1430","71/18903",0.000227877666228908,0.00307115703646634,0.00242229673732155,"S100A14/SLAMF8/XCL2/CCL20/CCR2/CXCL10/PLA2G7/SERPINE1/CXCL12/PTPRO/FLT1/CCL5/CCL18/CCL3/CCL4",15
"416","GO:0043114","GO:0043114","regulation of vascular permeability","12/1430","49/18903",0.000222796060671884,0.00300988908888458,0.00237397320720977,"TACR1/OCLN/VEGFA/PTP4A3/SH3GL2/TEK/ADM/BDKRB2/TJP3/PLVAP/TGFB1/GPR4",12
"415","GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","13/1430","56/18903",0.000219781687232586,0.00297632068011358,0.00234749698144939,"RUNX3/HLX/NLRP3/CD86/HLA-DRA/GATA3/NCKAP1L/BATF/LGALS9/JAK3/IL12RB1/NFKBID/SASH3",13
"414","GO:0051047","GO:0051047","positive regulation of secretion","41/1430","304/18903",0.000218187678772519,0.00296187138816801,0.00233610047116979,"NR0B2/WLS/AVPR1B/PFKFB2/SDC1/TACR1/INHBB/PLA2R1/SLC6A1/GPR27/ILDR1/CASR/GATA2/P2RY1/NLGN1/TLR2/OXCT1/HLA-F/TREM2/SCIN/CADPS2/CXCL12/ADAM8/SYT7/ANO1/EXPH5/SLC4A8/P2RX7/RGCC/NMB/BAIAP3/ABAT/ITGAM/MYH10/UNC13D/TGFB1/CD33/TRPM2/ITGB2/SYTL4/ACSL4",41
"413","GO:0032735","GO:0032735","positive regulation of interleukin-12 production","11/1430","42/18903",0.000213918970738346,0.00291095548559202,0.0022959418523746,"LAPTM5/TLR2/TLR3/HLA-G/IDO1/CLEC7A/IL16/SCIMP/LGALS9/CCR7/CD40",11
"412","GO:0007411","GO:0007411","axon guidance","34/1430","236/18903",0.000212304457856554,0.0028959977018297,0.00228414428215113,"EFNA3/NFASC/GDF7/NRP2/CHL1/PLXNB1/SEMA3B/SEMA3G/EPHA3/SEMA5B/RHOH/BMPR1B/EMB/CSF1R/TUBB2B/VEGFA/LAMA2/DLX5/EPHA1/PRKCQ/GATA3/CXCL12/PTPRO/CNTN1/LHX1/ERBB2/NGFR/SCN1B/FLRT3/BMP7/CDH4/RAC2/OPHN1/L1CAM",34
"411","GO:0033077","GO:0033077","T cell differentiation in thymus","17/1430","86/18903",0.000210488130681818,0.00287820752903119,0.00227011273735724,"PTPRC/ZAP70/CD74/DOCK2/PRR7/CARD11/TOX/GATA3/ADAM8/CD3E/CD3D/CD3G/JAG2/ERBB2/CCR7/FOXJ1/ADA",17
"408","GO:0002664","GO:0002664","regulation of T cell tolerance induction","6/1430","13/18903",0.000200004853213638,0.00274152993917231,0.00216231177633538,"HLA-G/HLA-B/IDO1/CD3E/LILRB2/LILRB4",6
"409","GO:0009143","GO:0009143","nucleoside triphosphate catabolic process","6/1430","13/18903",0.000200004853213638,0.00274152993917231,0.00216231177633538,"ENTPD3/SMPDL3A/ENPP3/ENPP1/SAMHD1/ADA",6
"410","GO:2001198","GO:2001198","regulation of dendritic cell differentiation","6/1430","13/18903",0.000200004853213638,0.00274152993917231,0.00216231177633538,"FCGR2B/HLA-G/HLA-B/LGALS9/LILRB2/LILRB1",6
"406","GO:0071346","GO:0071346","cellular response to interferon-gamma","21/1430","118/18903",0.000192695470473014,0.00266571401600521,0.00210251390174152,"GBP1/GBP2/GBP5/XCL2/RAB7B/CCL20/TLR2/TLR3/HLA-DPA1/ASS1/VIM/CASP1/NLRC5/LGALS9/CCL5/CCL18/CCL3/CCL4/IL12RB1/HCK/WAS",21
"407","GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","15/1430","70/18903",0.000193050819308563,0.00266571401600521,0.00210251390174152,"SLAMF6/LY9/HLX/NLRP3/CD86/HLA-DRA/GATA3/CRACR2A/GPR183/BATF/SPN/LGALS9/JAK3/IL12RB1/NFKBID",15
"404","GO:0032633","GO:0032633","interleukin-4 production","10/1430","35/18903",0.000189090560328258,0.00262392333097484,0.00206955256541207,"FCER1G/NLRP3/CD86/IL20RB/HAVCR2/PRKCQ/GATA3/CD3E/LGALS9/SASH3",10
"405","GO:0032673","GO:0032673","regulation of interleukin-4 production","10/1430","35/18903",0.000189090560328258,0.00262392333097484,0.00206955256541207,"FCER1G/NLRP3/CD86/IL20RB/HAVCR2/PRKCQ/GATA3/CD3E/LGALS9/SASH3",10
"403","GO:0050808","GO:0050808","synapse organization","54/1430","432/18903",0.000182633361021524,0.00254689699489073,0.00200880000851936,"C1QA/C1QC/C1QB/NTNG1/FCGR2B/NOS1AP/PPFIA4/NFASC/DISC1/NRP2/ERBB4/DNER/SLC6A1/PLXNB1/PDZRN3/CLSTN2/PFN2/NLGN1/DOK7/GABRA2/SPARCL1/TLR2/GLRB/HOMER1/PCDHB10/TREM2/ADGRF1/ZDHHC2/NTRK2/ARHGAP22/ANK3/SPTBN2/IL10RA/PTPRO/WASF3/PCDH17/COL4A1/ABHD17C/SEZ6L2/ITGAM/CDH1/ERBB2/CNTNAP1/C1QL1/PALM/C3/LILRB2/LZTS3/FLRT3/OPHN1/ZDHHC15/COL4A5/CHRDL1/L1CAM",54
"402","GO:0038093","GO:0038093","Fc receptor signaling pathway","13/1430","55/18903",0.000181159095932329,0.00253262218691465,0.00199754111801791,"VAV3/FCGR1A/FCER1G/FCGR3A/FCGR2B/CD247/PTPRC/MYO1G/PRKCQ/PLPP4/VAV1/HCK/BTK",13
"401","GO:0071356","GO:0071356","cellular response to tumor necrosis factor","34/1430","234/18903",0.000180120224276044,0.00252437820556451,0.00199103888811241,"TNFRSF18/TNFRSF4/TNFRSF14/LAPTM5/GBP1/GBP2/VCAM1/AIM2/XCL2/CCL20/NPNT/CRHBP/SFRP1/ASS1/GATA3/BIRC3/CASP1/CARD16/TNFSF13B/ADAMTS7/UMOD/PYCARD/NOL3/CCL5/CCL18/CCL3/CCL4/CD70/PLVAP/HAMP/NLRP2/CD40/BIRC7/EDA2R",34
"400","GO:0042116","GO:0042116","macrophage activation","20/1430","109/18903",0.000177101144356851,0.00248827107821376,0.00196256031285974,"C1QA/CD84/FCGR3A/FCGR2B/PTPRC/SLC11A1/CD200/SUCNR1/TLR2/TLR3/CD74/HAVCR2/TREM2/ITGAM/CCL3/WNK4/HAMP/TYROBP/CST7/ITGB2",20
"399","GO:0002820","GO:0002820","negative regulation of adaptive immune response","14/1430","62/18903",0.000174388789759066,0.0024563032542505,0.00193734650751992,"TNFRSF14/FCGR2B/PTPRC/SUSD4/IL20RB/HAVCR2/HLA-F/HLA-G/NCKAP1L/FOXJ1/JAK3/IL4I1/LILRB1/LILRB4",14
"398","GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","28/1430","178/18903",0.000170751188787263,0.00241110975121714,0.00190170128532972,"FCGR3A/PLCL1/ERBB4/IRS1/PLXNB1/HCLS1/PDGFRA/PTPN13/EGF/CSF1R/TREM2/NCF1/TEK/PIP5K1B/NTRK2/MIR126/GATA3/CAT/PDGFD/PIK3C2G/DCN/FLT1/PLCB2/TYRO3/PIK3R5/CCL5/ERBB2/HCST",28
"397","GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","29/1430","187/18903",0.000169865586833128,0.00240464634257476,0.00189660343670768,"PTPN22/CTSS/S100A14/AIM2/RAB7B/NLRP3/NLRC4/SLC15A2/TLR2/TLR3/HAVCR2/TREM2/CAV1/LRRC19/BIRC3/CASP1/OASL/SLC15A4/TYRO3/PYCARD/MIR140/SCIMP/CD300A/CD300LF/LILRA2/CD40/TLR7/TLR8/BTK",29
"396","GO:0070232","GO:0070232","regulation of T cell apoptotic process","11/1430","41/18903",0.000169360702722659,0.00240355340732662,0.00189574141192216,"PDCD1/IDO1/PRKCQ/ADAM8/CD27/P2RX7/ARG2/LGALS9/CCL5/JAK3/ADA",11
"395","GO:0042552","GO:0042552","myelination","24/1430","142/18903",0.000159941894993614,0.00227562898699775,0.0017948442899883,"KCNJ10/NFASC/MAL/MALL/CXCR4/SCN2A/ANK2/UGT8/TLR2/MAL2/NTRK2/CNTN1/WASF3/PALS1/ITGAX/FA2H/ERBB2/CNTNAP1/LGI4/KLK6/CST7/GAL3ST1/TYMP/XK",24
"394","GO:0009615","GO:0009615","response to virus","52/1430","409/18903",0.000156363879617315,0.00223036802905916,0.00175914586446303,"AGBL4/GBP1/PTPN22/IFI16/AIM2/PTPRC/BATF3/NLRP3/CXCR4/SPON2/CXCL9/CXCL10/TLR2/TLR3/CARD9/GATA3/CXCL12/WDFY4/PRF1/DDIT4/TSPAN32/VWCE/BIRC3/CASP1/OASL/DCLK1/RNASE6/RNASE2/IRF9/NMB/ISG20/PYCARD/ITGAX/NLRC5/MLKL/LGALS9/SLFN11/SLFN13/CCL5/CCL4/UNC13D/IL12RB1/POU2F2/GARIN5A/LILRB1/SAMHD1/CD40/APOBEC3C/APOBEC3G/APOBEC3H/TLR7/TLR8",52
"390","GO:0001562","GO:0001562","response to protozoan","9/1430","28/18903",0.00014588767163424,0.00208623082591457,0.00164546132382961,"GBP2/VTCN1/SLC11A1/TSPAN32/CCDC88B/CLEC7A/BATF/NKG7/CD40",9
"391","GO:0002675","GO:0002675","positive regulation of acute inflammatory response","9/1430","28/18903",0.00014588767163424,0.00208623082591457,0.00164546132382961,"PTGER3/FCGR1A/NPY5R/OSMR/ADAM8/CCR7/CREB3L3/C3/BTK",9
"392","GO:0010818","GO:0010818","T cell chemotaxis","9/1430","28/18903",0.00014588767163424,0.00208623082591457,0.00164546132382961,"XCL2/CCR2/CXCL10/CXCL11/CXCL13/WNK1/GPR183/CCL5/CCL3",9
"393","GO:0032703","GO:0032703","negative regulation of interleukin-2 production","9/1430","28/18903",0.00014588767163424,0.00208623082591457,0.00164546132382961,"LAPTM5/GBP1/PTPRC/IL20RB/HAVCR2/GATA3/LAG3/HOMER2/LILRB4",9
"389","GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","28/1430","176/18903",0.000140273549825135,0.00202657416456878,0.00159840865461681,"RAP1GAP/RUNX3/KDF1/TGFBR3/IRF6/SCG2/COL4A3/SPARC/CAV2/CAV1/SFRP1/CDKN2B/MIR126/GATA3/ALOX5/CDKN1C/OVOL1/VDR/FLT1/RGCC/VASH1/DLL4/MARVELD3/NGFR/ATP5F1A/TGFB1/RGN/GPC3",28
"388","GO:0032755","GO:0032755","positive regulation of interleukin-6 production","19/1430","99/18903",0.000138111913993439,0.00200048700165754,0.00157783307060871,"RAB7B/SPON2/TLR2/TLR3/CD74/CARD9/CLEC7A/P2RX7/IL16/PYCARD/SCIMP/LGALS9/TYROBP/POU2F2/LILRB2/LILRA2/TLR7/TLR8/BTK",19
"387","GO:0001763","GO:0001763","morphogenesis of a branching structure","31/1430","203/18903",0.000137615354820445,0.00199844520436926,0.00157622265510375,"TACSTD2/PBX1/PROX1/GDF7/CASR/NPNT/EGF/ADAMTS16/FGF1/VEGFA/PKHD1/PRDM1/TCF21/SFRP1/RDH10/GRHL2/MYC/ADM/WT1/ST14/VDR/NTN4/TBX3/COL4A1/DLL4/CTSH/ESRP2/HS3ST3B1/LHX1/BMP7/GPC3",31
"386","GO:0032970","GO:0032970","regulation of actin filament-based process","52/1430","406/18903",0.000129828238114593,0.00189024533213475,0.00149088276711359,"ASAP3/TACSTD2/PROX1/PLEK/TACR1/TMSB10/MYO3B/TNNC1/EPHA3/HCLS1/PFN2/RHOH/PDGFRA/ANK2/RHOBTB3/CSF1R/CYFIP2/DSP/CARMIL1/CCN2/SCIN/CAV1/EPHA1/SFRP1/TEK/MYO3A/CXCL12/SPTBN2/ARHGDIB/RAPGEF3/NCKAP1L/WASF3/RGCC/SPTB/GPR65/CGNL1/CORO2B/CORO1A/PYCARD/CCR7/KCNJ2/FHOD3/GMFG/PLEKHG2/HCK/TRPM2/RAC2/SH3BP1/GPM6B/WAS/TENM1/FRMD7",52
"385","GO:0006883","GO:0006883","cellular sodium ion homeostasis","8/1430","22/18903",0.000128514342050708,0.00187597559045449,0.00147962787252366,"ATP1A1/ATP1B1/SLC1A3/SCNN1A/ATP12A/UMOD/SCNN1G/SCNN1B",8
"384","GO:0034341","GO:0034341","response to interferon-gamma","24/1430","140/18903",0.000127628361240033,0.00186789424523173,0.00147325391771321,"GBP1/GBP2/GBP5/XCL2/RAB7B/SLC11A1/CCL20/TLR2/TLR3/CD74/HLA-DPA1/ASS1/VIM/CASP1/NLRC5/LGALS9/CCL5/CCL18/CCL3/CCL4/IL12RB1/HCK/CD40/WAS",24
"383","GO:0002224","GO:0002224","toll-like receptor signaling pathway","22/1430","123/18903",0.000127058603837357,0.00186441084481971,0.00147050647453377,"PTPN22/CTSS/S100A14/RAB7B/TLR2/TLR3/HAVCR2/TREM2/CAV1/LRRC19/BIRC3/SLC15A4/TYRO3/MIR140/SCIMP/CD300A/CD300LF/LILRA2/CD40/TLR7/TLR8/BTK",22
"381","GO:0002645","GO:0002645","positive regulation of tolerance induction","6/1430","12/18903",0.00011506270817817,0.00169280738209769,0.001335158622591,"HLA-G/IDO1/CD3E/FOXJ1/LILRB2/LILRB4",6
"382","GO:0043383","GO:0043383","negative T cell selection","6/1430","12/18903",0.00011506270817817,0.00169280738209769,0.001335158622591,"PTPRC/ZAP70/CD74/DOCK2/CD3E/CCR7",6
"380","GO:0045577","GO:0045577","regulation of B cell differentiation","10/1430","33/18903",0.000109594548874378,0.00162084569651054,0.0012784006795291,"SLAMF8/INPP5D/CARD11/SFRP1/CD27/NCKAP1L/IKZF3/IL4I1/NFAM1/BTK",10
"377","GO:0002710","GO:0002710","negative regulation of T cell mediated immunity","9/1430","27/18903",0.000106077370886078,0.00157296787435293,0.00124063826913283,"FCGR2B/PTPRC/IL20RB/HLA-F/HLA-G/NCKAP1L/IL4I1/LILRB1/LILRB4",9
"378","GO:0070269","GO:0070269","pyroptosis","9/1430","27/18903",0.000106077370886078,0.00157296787435293,0.00124063826913283,"AIM2/NLRP3/NLRC4/GZMA/TREM2/CASP1/GZMB/PYCARD/GSDMB",9
"379","GO:1901623","GO:1901623","regulation of lymphocyte chemotaxis","9/1430","27/18903",0.000106077370886078,0.00157296787435293,0.00124063826913283,"PADI2/XCL2/CCR2/CXCL10/CXCL13/WNK1/CCL5/CCL3/CCL4",9
"376","GO:0048017","GO:0048017","inositol lipid-mediated signaling","29/1430","182/18903",0.000104559926029348,0.00156283719224718,0.0012326479521545,"FCGR3A/PLCL1/ERBB4/IRS1/PLXNB1/HCLS1/PDGFRA/PTPN13/EGF/CSF1R/TREM2/NCF1/TEK/PIP5K1B/NTRK2/MIR126/GATA3/CAT/PDGFD/PIK3C2G/DCN/FLT1/PLCB2/TYRO3/PIK3R5/ADAP2/CCL5/ERBB2/HCST",29
"375","GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","20/1430","105/18903",0.000103888288718517,0.00155693915359484,0.001227996024684,"CD2/CD84/FCGR3A/PTPRC/CCR2/SPON2/TLR2/TLR3/HAVCR2/CARD9/CLEC7A/SPN/PYCARD/LGALS9/CCL3/TYROBP/LILRA2/CYBB/BTK/SASH3",20
"373","GO:0009595","GO:0009595","detection of biotic stimulus","11/1430","39/18903",0.000103383571083031,0.00155351783285197,0.00122529754525934,"CD1D/NLRP3/NLRC4/TLR2/HLA-A/HLA-B/C4B/TREM2/CLEC7A/SCARB1/DACH1",11
"374","GO:0045730","GO:0045730","respiratory burst","11/1430","39/18903",0.000103383571083031,0.00155351783285197,0.00122529754525934,"CD52/SLAMF8/NCF2/SLC11A1/TREM2/NCF1/CLEC7A/HCK/NCF4/RAC2/CYBB",11
"370","GO:0030890","GO:0030890","positive regulation of B cell proliferation","12/1430","45/18903",9.21077647179269e-05,0.00139152053149126,0.00109752630794338,"TNFRSF4/VAV3/PTPRC/CD74/CARD11/NCKAP1L/GPR183/TNFSF13B/ADA/CD40/BTK/SASH3",12
"371","GO:0033003","GO:0033003","regulation of mast cell activation","12/1430","45/18903",9.21077647179269e-05,0.00139152053149126,0.00109752630794338,"CD84/GATA2/HAVCR1/ENPP3/LGALS9/MILR1/CD300A/CD300LF/UNC13D/ADGRE2/HMOX1/RAC2",12
"372","GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","12/1430","45/18903",9.21077647179269e-05,0.00139152053149126,0.00109752630794338,"HLX/NLRP3/CD86/HLA-DRA/CARD11/PRKCQ/CD3E/NCKAP1L/LGALS9/IL12RB1/NFKBID/SASH3",12
"367","GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","40/1430","282/18903",8.72428879546849e-05,0.00133142757212225,0.00105012951979899,"CLDN19/VCAM1/NTNG1/CD84/NECTIN4/IGSF11/CLSTN2/CLDN11/NLGN1/CLDN16/SPARCL1/CDH6/EMB/PCDHB10/CRB2/CDHR1/CD6/CADM1/JAML/WNK1/ITGA5/PCDH17/PCDH9/CLDN10/UMOD/ITGAL/ITGAM/CDH16/CDH3/CDH1/CLDN7/MILR1/FXYD5/CADM4/FLRT3/CDH4/CLDN8/ITGB2/TENM1/L1CAM",40
"368","GO:1903522","GO:1903522","regulation of blood circulation","38/1430","263/18903",8.73994738284633e-05,0.00133142757212225,0.00105012951979899,"CYP2J2/TMIGD3/ADORA3/ATP1A1/NOS1AP/ATP1B1/AVPR1B/TACR1/SLC4A3/KCNE4/ATP2B2/THRB/GPD1L/MYL3/CASR/KCNMB2/ADRA2C/ANK2/HRH2/DSP/GJA1/CCN2/CAV1/TBXAS1/KCNQ1/ADM/KCNE3/NOS1/BDKRB2/IRX3/SMTNL2/KCNJ12/GJC1/KCNJ2/SCN1B/ADA/APLN/AVPR2",38
"369","GO:0033627","GO:0033627","cell adhesion mediated by integrin","18/1430","88/18903",8.74193548243969e-05,0.00133142757212225,0.00105012951979899,"FYB2/MUC1/ITGA4/CXCL13/NPNT/SERPINE1/FERMT3/CD3E/WNK1/ITGA5/NCKAP1L/ITGAL/ITGAM/ITGAX/CCL5/EMILIN2/ADA/ITGB2",18
"365","GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","30/1430","189/18903",8.60943980491683e-05,0.00132199594818668,0.00104269056711259,"PTPN22/CD2/CD84/FCGR3A/PTPRC/CCR2/CD86/SPON2/TLR2/TLR3/HAVCR2/TREM2/CARD9/ADAM8/CLEC7A/ARG2/SPN/PYCARD/MIR140/LGALS9/CCL3/TYROBP/AXL/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",30
"366","GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","30/1430","189/18903",8.60943980491683e-05,0.00132199594818668,0.00104269056711259,"PTPN22/CD2/CD84/FCGR3A/PTPRC/CCR2/CD86/SPON2/TLR2/TLR3/HAVCR2/TREM2/CARD9/ADAM8/CLEC7A/ARG2/SPN/PYCARD/MIR140/LGALS9/CCL3/TYROBP/AXL/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",30
