"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"226","GO:0060173","GO:0060173","limb development","23/1066","178/18903",0.000174648962591118,0.00416095163026909,0.00337619382018689,"CRABP2/PKDCC/AFF3/COL3A1/WNT7A/FRAS1/SLC7A11/PITX1/TFAP2A/SOX4/RUNX2/RSPO2/RECK/FGFR2/TBX5/TBX3/GREM1/KAT2A/TBX2/TBX4/COMP/RSPO4/GPC3",23
"227","GO:0097485","GO:0097485","neuron projection guidance","28/1066","237/18903",0.000175271111536664,0.00416095163026909,0.00337619382018689,"EPHB2/EPHA10/NEXN/EFNA4/EFNA3/IGSF9/WNT3A/CNTN6/SEMA3B/SEMA3G/ROBO2/SLIT2/SEMA5A/GFRA3/SLIT3/TUBB2B/DPYSL2/PRKCQ/BDNF/ROBO4/SEMA4B/CDK5R1/PTPRM/NOVA2/FLRT3/VSTM2L/ANOS1/PLXNB3",28
"219","GO:0007517","GO:0007517","muscle organ development","37/1066","348/18903",0.000161712315024668,0.00395989225695222,0.0032130543573907,"TGFBR3/S1PR1/COL11A1/RXRG/CENPF/WNT3A/TMEM182/COL3A1/DES/TNNC1/HEG1/NLN/PITX1/HBEGF/DSP/TCF21/UTRN/CAV2/CAV1/ENG/MYOZ1/FGFR2/CRYAB/BARX2/SGCG/CFL2/SIX1/SIX4/ITGA11/STRA6/SGCA/HLF/BMP2/RCAN1/ADARB1/FHL1/SRPK3",37
"220","GO:0060070","GO:0060070","canonical Wnt signaling pathway","34/1066","310/18903",0.000162987183683835,0.00395989225695222,0.0032130543573907,"RSPO1/ASPM/WNT3A/ZEB2/WNT7A/RBMS3/DKK2/FGF2/SEMA5A/SOX4/TPBG/CAV1/SOX7/SOX17/RSPO2/RECK/WNK2/KLF4/FGFR2/LGR4/MDK/FOLR1/FZD4/LRRK2/PRICKLE1/SCEL/EDNRB/GREM1/MESP1/CDH3/TMEM88/FERMT1/BMP2/GPC3",34
"221","GO:0060021","GO:0060021","roof of mouth development","15/1066","91/18903",0.000163062875770295,0.00395989225695222,0.0032130543573907,"EPHB2/TGFBR3/WNT3A/PKDCC/WNT7A/TGFBR2/CSRNP1/FRAS1/FOXF2/TFAP2A/TCF21/LRRC32/TBX3/TBX2/CLDN5",15
"222","GO:0007411","GO:0007411","axon guidance","28/1066","236/18903",0.000163127868072628,0.00395989225695222,0.0032130543573907,"EPHB2/EPHA10/NEXN/EFNA4/EFNA3/IGSF9/WNT3A/CNTN6/SEMA3B/SEMA3G/ROBO2/SLIT2/SEMA5A/GFRA3/SLIT3/TUBB2B/DPYSL2/PRKCQ/BDNF/ROBO4/SEMA4B/CDK5R1/PTPRM/NOVA2/FLRT3/VSTM2L/ANOS1/PLXNB3",28
"216","GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","40/1066","386/18903",0.000155075037997813,0.00386115662920446,0.00313294032438697,"RCC1/CDCA8/CDC20/STIL/ASPM/LMOD1/NEK2/CENPF/CENPA/KIF15/CENPE/PLK4/CENPK/CCDC69/KIFC1/BOP1/PGM5/TMOD1/NEBL/MYOZ1/KIF11/KNTC1/CFL2/DLGAP5/SIX4/STARD9/CCNB2/KIF23/SMIM22/MYH11/PLK1/AURKB/SPAG5/KAT2A/NDC80/WDR62/TNNT1/MYL9/AURKA/KIF4A",40
"217","GO:2001212","GO:2001212","regulation of vasculogenesis","6/1066","16/18903",0.000155642956398499,0.00386115662920446,0.00313294032438697,"CD34/XDH/EMP2/RAMP2/TMEM100/CEACAM1",6
"218","GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","17/1066","111/18903",0.00015619449715468,0.00386115662920446,0.00313294032438697,"NTNG1/KIF14/LIMS2/MELTF/NEDD9/RADIL/TEK/LAMC3/ITGA8/MDK/FZD4/NTN4/PEAK1/SRCIN1/RAC3/MYADM/CASS4",17
"214","GO:0033002","GO:0033002","muscle cell proliferation","29/1066","247/18903",0.000150975603352471,0.00379372590696472,0.00307822707416305,"TGFBR3/S1PR1/NPR1/CALCRL/PPARG/TGFBR2/FGF2/HBEGF/IGFBP3/CAV2/ANGPT1/CCN4/TLR4/PRKG1/CDK1/RBP4/FGFR2/P2RY6/TBX5/SIX1/NDRG4/CDH13/TBX2/GATA6/CNN1/BMP2/MMP9/ADAMTS1/PDGFB",29
"215","GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","27/1066","223/18903",0.000151354809797257,0.00379372590696472,0.00307822707416305,"ALKAL2/MARCO/GPBAR1/P2RY1/NPNT/FGF2/FGFR4/FLT4/AGER/TPBG/CCN2/BMPER/RAMP3/ANGPT1/TEK/GLIPR2/TLR4/FFAR4/FGFR2/P2RY6/GAS6/NDRG4/SCIMP/CCL23/C5AR1/BMP2/PDGFB",27
"213","GO:0001666","GO:0001666","response to hypoxia","33/1066","296/18903",0.000148703729922437,0.00376227418099538,0.00305270716134324,"PLEKHN1/SLC2A1/AK4/TGFBR3/CD34/KCNK3/PRKCE/EPAS1/PDK1/PPARG/TGFBR2/PLOD2/NDNF/CCNA2/AGER/AQP1/CLDN3/CAV1/CA9/PLAU/ADAM8/CAT/CRYAB/ACVRL1/RGCC/EGLN3/ERO1A/ACE/GATA6/ANGPT4/BMP2/MB/VEGFD",33
"212","GO:0032103","GO:0032103","positive regulation of response to external stimulus","46/1066","464/18903",0.000146790054171051,0.00373137548079148,0.0030276359733195,"CAMK2N1/FCN3/EDN2/S1PR1/MNDA/AIM2/NLRC4/AGTR1/SLIT2/SNCA/FGF2/SEMA5A/PTGER4/NEDD9/AGER/TPBG/SASH1/ZP3/LPL/FABP4/CCN4/IL33/TLR4/PLAU/MMRN2/ADAM8/MDK/SPI1/MMP12/CADM1/LRRK2/IL23A/ALOX5AP/CPB2/GAS6/C2CD4A/DAPK2/CDH13/SCIMP/ACE/C5AR1/LILRA5/THBD/PDGFB/TLR8/VEGFD",46
"211","GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","16/1066","100/18903",0.000143375425741443,0.0036618491436997,0.00297122234237942,"STIL/DTL/CDC25A/HYAL1/CCNB1/CDC25C/MTBP/CDK1/CDCA5/CCND2/ESPL1/RGCC/DLGAP5/CDT1/CDC6/ADAMTS1",16
"210","GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","17/1066","110/18903",0.000139469625919251,0.00357905625751829,0.0029040442409452,"CLSPN/ORC1/KIF14/DTL/CENPF/CDC25A/CCNB1/CDC25C/CDK1/CHEK1/BLM/PLK1/AURKB/CDC6/CDK5RAP3/AURKA/FHL1",17
"209","GO:0071897","GO:0071897","DNA biosynthetic process","25/1066","198/18903",0.000135147055094898,0.00348472478424119,0.00282750373641001,"NEK2/DTL/CENPF/RFC4/FGF2/FGFR4/PKIB/CCN2/DSCC1/KLF4/PRKCQ/CHEK1/ACVRL1/RGCC/DACH1/POLE2/GREM1/PCLAF/PIF1/CHTF18/GINS2/AURKB/TK1/GINS1/PDGFB",25
"207","GO:0014706","GO:0014706","striated muscle tissue development","30/1066","257/18903",0.000129901951338523,0.00338140683977778,0.00274367161419204,"TGFBR3/S1PR1/COL11A1/GJA5/CENPF/WNT3A/FHL2/TGFBR2/TNNC1/HEG1/FGF2/DSP/MIR25/PGM5/ENG/NEBL/CDK1/RBP4/FGFR2/TBX5/TBX3/SGCG/GREM1/MESP1/MYH11/NDRG4/KAT2A/TBX2/GATA6/BMP2",30
"208","GO:0060326","GO:0060326","cell chemotaxis","35/1066","319/18903",0.000130512641060267,0.00338140683977778,0.00274367161419204,"ARHGEF16/CSF3R/EDN2/S1PR1/CCRL2/ACKR4/AGTR1/SLIT2/FGF2/SEMA5A/CXCL14/HBEGF/DUSP1/NEDD9/TPBG/DOCK4/PRKCQ/ALOX5/SFTPD/ADAM8/MDK/SPI1/JAML/IL23A/PLA2G1B/EDNRB/GAS6/GREM1/DAPK2/MMP28/CCL23/C5AR1/PDGFB/VEGFD/PLXNB3",35
"206","GO:0032392","GO:0032392","DNA geometric change","16/1066","99/18903",0.000126970175699795,0.00332156445070969,0.00269511553324961,"RAD54L/MCM2/RFC4/HMGA1/MCM4/DSCC1/RECQL4/DNA2/RAD51/PIF1/BLM/CHTF18/GINS2/TOP2A/GINS1/HMGB3",16
"204","GO:0046849","GO:0046849","bone remodeling","15/1066","89/18903",0.000126091517008098,0.00331466919588604,0.00268952072735116,"LEPR/S1PR1/PTH1R/CLDN18/SPP1/ADRB2/IL20RA/ADAM8/LGR4/MDK/SYT7/UBASH3B/GREM1/P3H4/ACP5",15
"205","GO:0050000","GO:0050000","chromosome localization","15/1066","89/18903",0.000126091517008098,0.00331466919588604,0.00268952072735116,"CDCA8/KIF2C/NUF2/KIF14/CENPF/CENPE/CCNB1/KIFC1/CDCA5/DLGAP5/CDT1/AURKB/SPAG5/NDC80/FAM83D",15
"203","GO:0031214","GO:0031214","biomineral tissue development","23/1066","174/18903",0.000123809502934624,0.00328674586854526,0.00266686375520056,"ALPL/FGR/S1PR1/PKDCC/CLEC3B/PTH1R/ODAM/SPP1/ADRB2/TFAP2A/RSPO2/ALOX5/FGFR2/LGR4/MMP13/CYP27B1/KL/GAS6/GREM1/COMP/BMP2/GPM6B/GPC3",23
"202","GO:0048844","GO:0048844","artery morphogenesis","14/1066","79/18903",0.000120646613986176,0.00321863664738369,0.00261159997133182,"GJA5/COL3A1/SOX4/ADGRF5/ENG/MDK/FOLR1/ACVRL1/SIX1/STRA6/FOXF1/FKBP10/TBX2/COMP",14
"201","GO:0010632","GO:0010632","regulation of epithelial cell migration","33/1066","292/18903",0.000114803608450885,0.00307799326339212,0.00249748200840521,"PRKCE/ATOH8/PPARG/WNT7A/TGFBR2/HYAL1/GATA2/SLIT2/ANXA3/FGF2/SEMA5A/HBEGF/FLT4/SASH1/BMPER/ANGPT1/TEK/GLIPR2/KLF4/JCAD/MMRN2/ACVRL1/STARD13/RGCC/RHOJ/EMP2/PTPRM/CCBE1/CEACAM1/ANGPT4/MMP9/PDGFB/SRPX2",33
"200","GO:0003093","GO:0003093","regulation of glomerular filtration","5/1066","10/18903",0.000112182894649687,0.00302276809633582,0.00245267233881474,"GJA5/GAS6/CORO2B/EMP2/PDGFB",5
"199","GO:0001701","GO:0001701","in utero embryonic development","41/1066","393/18903",0.000111417170406172,0.00301722176542141,0.00244817204902004,"GJB3/TIE1/STIL/NEK2/WNT3A/EPAS1/COL3A1/TGFBR2/PTH1R/HEG1/GATA2/PLK4/CCNB1/PCDH12/ZP3/KPNA7/XRCC2/NCAPG2/SOX17/NECAB1/ANGPT1/KLF4/ST8SIA6/FGFR2/PHLDA2/E2F8/CHEK1/ACVRL1/TBX3/CCNB2/FOXF1/FKBP10/KAT2A/TMEM100/GATA6/ASF1B/KLF2/BMP2/GINS1/MFNG/PDGFB",41
"198","GO:0032835","GO:0032835","glomerulus development","13/1066","69/18903",0.000109680052011838,0.00298518080955453,0.00242217403539169,"CD34/COL4A4/COL4A3/TCF21/AQP1/SULF1/ANGPT1/TEK/PLCE1/LGR4/EDNRB/PECAM1/PDGFB",13
"196","GO:0035633","GO:0035633","maintenance of blood-brain barrier","9/1066","35/18903",0.000103894539358568,0.00284206940407779,0.00230605352121556,"MFSD2A/CLDN3/ANGPT1/SLC1A1/ESAM/CDH5/PECAM1/JAM2/CLDN5",9
"197","GO:0060914","GO:0060914","heart formation","9/1066","35/18903",0.000103894539358568,0.00284206940407779,0.00230605352121556,"WNT3A/ROBO2/SOX17/FOLR1/TBX5/SIX1/MESP1/EMP2/BMP2",9
"191","GO:0051225","GO:0051225","spindle assembly","19/1066","128/18903",0.000100975169481709,0.00284047569072157,0.00230476038309175,"RCC1/CDCA8/CDC20/STIL/ASPM/NEK2/KIF15/CCDC69/KIFC1/KIF11/STARD9/CCNB2/KIF23/PLK1/AURKB/SPAG5/NDC80/AURKA/KIF4A",19
"192","GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","7/1066","21/18903",0.000102782104229116,0.00284047569072157,0.00230476038309175,"CDCA8/KIF2C/NUF2/CENPE/CDT1/AURKB/NDC80",7
"193","GO:0090231","GO:0090231","regulation of spindle checkpoint","7/1066","21/18903",0.000102782104229116,0.00284047569072157,0.00230476038309175,"CDCA8/MAD2L1/CCNB1/DUSP1/CDT1/AURKB/NDC80",7
"194","GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/1066","21/18903",0.000102782104229116,0.00284047569072157,0.00230476038309175,"CDCA8/MAD2L1/CCNB1/DUSP1/CDT1/AURKB/NDC80",7
"195","GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","7/1066","21/18903",0.000102782104229116,0.00284047569072157,0.00230476038309175,"CDCA8/MAD2L1/CCNB1/DUSP1/CDT1/AURKB/NDC80",7
"190","GO:0060993","GO:0060993","kidney morphogenesis","16/1066","97/18903",9.90026472397156e-05,0.00280802771565699,0.00227843211431456,"KIF26B/FRAS1/NPNT/FGF2/IRX2/SOX4/TCF21/LGR4/LRRK2/SIX1/SIX4/GREM1/GCNT3/TMEM59L/BMP2/GPC3",16
"188","GO:0051960","GO:0051960","regulation of nervous system development","46/1066","456/18903",9.77964276670483e-05,0.00279382321927489,0.00226690659391312,"EPHB2/TRIM46/CRABP2/RXRG/ASPM/KIF14/WNT3A/GJC2/HES6/WNT7A/SEMA3B/SEMA3G/ROBO2/MME/SLIT2/SPP1/FGF2/TPPP/SEMA5A/ID4/TNFRSF21/TPBG/THBS2/LRRN3/EZH2/XRCC2/IL33/CDKN2B/BDNF/MDK/MYRF/THY1/WASF3/ITPKA/SEMA4B/SLC7A5/ASPA/TRPV2/ACE/LGI4/WDR62/BMP2/FLRT3/JAM2/SRPX2/PLXNB3",46
"189","GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","39/1066","365/18903",9.79834085067647e-05,0.00279382321927489,0.00226690659391312,"S1PR1/LMOD1/PRKCE/SPTBN1/PHLDB2/ECT2/SLIT2/LIMCH1/ODAM/SYNPO2/SEMA5A/PTGER4/SYNPO/NEDD9/CCN2/DLC1/RHPN1/TEK/TMOD1/MDK/SPTBN2/ESAM/WASF3/RGCC/CFL2/SPTB/CGNL1/CORO2B/SMIM22/ARHGEF15/ARHGAP44/CDK5R1/RAC3/KANK3/MYADM/ARHGAP40/BAIAP2L2/ARHGAP6/GPM6B",39
"187","GO:0001503","GO:0001503","ossification","44/1066","429/18903",9.42261396415776e-05,0.00271542602421637,0.0022032951537918,"ALPL/FGR/BMP8A/S1PR1/COL11A1/WNT3A/PKDCC/FHL2/PPARG/CLEC3B/PTH1R/IGSF10/SPP1/NPNT/FGF2/PTGER4/ADRB2/TFAP2A/ID4/SCUBE3/RUNX2/CCN2/IGFBP3/RSPO2/CCN4/ALOX5/GDF10/FFAR4/FGFR2/LGR4/CAT/MDK/MMP13/CYP27B1/KL/GREM1/ITGA11/COMP/BMP2/MMP9/CYP24A1/GPM6B/CHRDL1/GPC3",44
"185","GO:0048839","GO:0048839","inner ear development","25/1066","193/18903",8.93900942293856e-05,0.00259395408924645,0.0021047328938539,"EPHB2/ROR1/COL11A1/WNT3A/KCNK3/OTX1/MCM2/GATA2/CCNA2/FGF2/TFAP2A/LHFPL5/SOBP/BMPER/ITGA8/ZEB1/FGFR2/MYO7A/LIN7A/TBX3/GJB2/SIX1/SIX4/TBX2/BMP2",25
"186","GO:0051348","GO:0051348","negative regulation of transferase activity","32/1066","276/18903",8.9529682798263e-05,0.00259395408924645,0.0021047328938539,"CAMK2N1/EPHB2/CDC20/PPARG/SH3BP5/HEG1/UCHL1/SNCA/MAD2L1/DUSP1/PKIB/CAV1/NCAPG2/FABP4/CDKN2A/CDKN2B/THY1/UBASH3B/GPRC5A/PTPRB/BUB1B/PIF1/PLK1/DBNDD1/SRCIN1/CDK5RAP3/CEACAM1/CBLC/RASIP1/PTPRH/BMP2/ADARB1",32
"184","GO:0044786","GO:0044786","cell cycle DNA replication","10/1066","42/18903",8.76848994714302e-05,0.00256811914810618,0.00208377043709566,"MCM2/MCM4/DNA2/E2F8/FEN1/DACH1/RAD51/BLM/CDT1/GINS1",10
"183","GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","16/1066","96/18903",8.71619012706681e-05,0.00256675128933131,0.00208266055725255,"SLC2A5/EDN2/GJA5/AGTR1/CPA3/ADRB2/ADRB1/KL/EDNRB/GAS6/CORO2B/EMP2/ACE/PDGFB/ADM2/AVPR2",16
"180","GO:0070482","GO:0070482","response to oxygen levels","37/1066","337/18903",8.37090164625943e-05,0.00250059230608471,0.00202897919533472,"PLEKHN1/SLC2A1/AK4/TGFBR3/CD34/KCNK3/PRKCE/EPAS1/PDK1/PPARG/TGFBR2/PLOD2/NDNF/CCNA2/AGER/CCN2/AQP1/CLDN3/CAV1/SLC1A1/CA9/PLAU/ADAM8/CAT/GUCY1A2/CRYAB/ACVRL1/RGCC/EGLN3/ERO1A/SLC7A5/ACE/GATA6/ANGPT4/BMP2/MB/VEGFD",37
"181","GO:0018126","GO:0018126","protein hydroxylation","8/1066","27/18903",8.44512524972011e-05,0.00250059230608471,0.00202897919533472,"PLOD2/P3H2/P4HA3/EGLN3/ERO1A/P3H4/FKBP10/PRDX4",8
"182","GO:1905820","GO:1905820","positive regulation of chromosome separation","8/1066","27/18903",8.44512524972011e-05,0.00250059230608471,0.00202897919533472,"CDCA8/NCAPH/NCAPG/NCAPG2/ESPL1/DLGAP5/CDT1/AURKB",8
"179","GO:0050803","GO:0050803","regulation of synapse structure or activity","27/1066","215/18903",8.15085285703205e-05,0.00245390760036568,0.00199109925128557,"EPHB2/CDC20/NEGR1/IGSF9/WNT3A/NGEF/WNT7A/ROBO2/SNCA/SLC7A11/GPM6A/NEDD9/MDGA1/TPBG/THBS2/LRRN3/BDNF/LRRK2/SIX1/SIX4/ITPKA/ARHGEF15/ARHGAP44/CDK5R1/SRCIN1/FLRT3/SRPX2",27
"178","GO:0030111","GO:0030111","regulation of Wnt signaling pathway","37/1066","336/18903",7.86778920681612e-05,0.00238199528289506,0.00193274963720368,"RSPO1/ASPM/WNT3A/ZEB2/RBMS3/DKK2/FGF2/SEMA5A/DEPDC1B/SOX4/DCDC2/TPBG/CAV1/SOX7/SOX17/SULF1/RSPO2/CCN4/RECK/WNK2/FGFR2/LGR4/MDK/FOLR1/FZD4/LRRK2/PRICKLE1/WIF1/SCEL/GREM1/MESP1/CDH3/TMEM88/RSPO4/FERMT1/BMP2/GPC3",37
"177","GO:0036293","GO:0036293","response to decreased oxygen levels","35/1066","309/18903",6.89954708256935e-05,0.00210065871344442,0.00170447330246762,"PLEKHN1/SLC2A1/AK4/TGFBR3/CD34/KCNK3/PRKCE/EPAS1/PDK1/PPARG/TGFBR2/PLOD2/NDNF/CCNA2/AGER/CCN2/AQP1/CLDN3/CAV1/SLC1A1/CA9/PLAU/ADAM8/CAT/CRYAB/ACVRL1/RGCC/EGLN3/ERO1A/ACE/GATA6/ANGPT4/BMP2/MB/VEGFD",35
"174","GO:0002062","GO:0002062","chondrocyte differentiation","18/1066","114/18903",6.74149290735724e-05,0.00208274321574043,0.00168993667767396,"COL11A1/PKDCC/EFEMP1/COL3A1/WNT7A/TGFBR2/PTH1R/PRKG2/RUNX2/CCN2/SULF1/CCN4/MDK/SOX5/ACVRL1/GREM1/COMP/BMP2",18
"175","GO:0048568","GO:0048568","embryonic organ development","46/1066","449/18903",6.7678862439033e-05,0.00208274321574043,0.00168993667767396,"RNF207/EPHB2/TAL1/STIL/COL11A1/TBX15/NES/WNT3A/PKDCC/EPAS1/EFEMP1/OTX1/TGFBR2/HYAL1/GATA2/PLK4/PCDH12/FOXF2/TUBB2B/TFAP2A/LHFPL5/RUNX2/SOBP/TCF21/HOXA5/SOX17/ENG/ITGA8/ZEB1/RBP4/FGFR2/PHLDA2/E2F8/FOLR1/MYO7A/A2M/TBX3/SIX1/SIX4/STRA6/MESP1/NDRG4/FOXF1/TBX2/TBX4/PDGFB",46
"176","GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","31/1066","260/18903",6.80205615086872e-05,0.00208274321574043,0.00168993667767396,"RSPO1/ASPM/WNT3A/ZEB2/RBMS3/DKK2/FGF2/SEMA5A/SOX4/TPBG/CAV1/SOX7/SOX17/RSPO2/RECK/WNK2/FGFR2/LGR4/MDK/FOLR1/FZD4/LRRK2/PRICKLE1/SCEL/GREM1/MESP1/CDH3/TMEM88/FERMT1/BMP2/GPC3",31
"173","GO:0070278","GO:0070278","extracellular matrix constituent secretion","6/1066","14/18903",6.43532553526654e-05,0.00200462250344228,0.00162654957550941,"ADTRP/CCN2/ENG/RGCC/CPB2/BMP2",6
"172","GO:0018212","GO:0018212","peptidyl-tyrosine modification","41/1066","382/18903",5.93343260849883e-05,0.00185902722832559,0.00150841365089989,"TNFRSF18/EPHB2/FGR/EPHA10/TIE1/ROR1/WNT3A/ALKAL2/PKDCC/PRKCE/EFEMP1/SH3BP5/GHR/HBEGF/SPINK1/FGFR4/FLT4/NEDD9/TTK/CAV1/NCAPG2/PBK/ANGPT1/TEK/FGFR2/THY1/STYK1/GPRC5A/IL23A/GAS6/GREM1/PEAK1/SRCIN1/ACE/PECAM1/AATK/CBLC/LILRA5/ANGPT4/CASS4/PDGFB",41
"171","GO:0048562","GO:0048562","embryonic organ morphogenesis","34/1066","294/18903",5.75668798288614e-05,0.00181419833565926,0.00147203951252133,"RNF207/EPHB2/STIL/COL11A1/TBX15/WNT3A/EFEMP1/OTX1/TGFBR2/HYAL1/GATA2/FOXF2/TFAP2A/LHFPL5/RUNX2/SOBP/TCF21/HOXA5/SOX17/ENG/ITGA8/ZEB1/RBP4/FGFR2/FOLR1/MYO7A/TBX3/SIX1/SIX4/STRA6/MESP1/NDRG4/FOXF1/TBX2",34
"170","GO:0040013","GO:0040013","negative regulation of locomotion","44/1066","419/18903",5.43834132846163e-05,0.00172395420112234,0.00139881547234858,"TIE1/WNT3A/COL3A1/PPARG/SEMA3B/SEMA3G/ROBO2/PHLDB2/SLIT2/LIMCH1/FGF2/SEMA5A/PTGER4/DUSP1/NEDD9/ADTRP/IGFBP3/CLDN3/DLC1/SULF1/IL33/RECK/KLF4/ENG/PRKG1/MMRN2/THY1/ACVRL1/TBX5/STARD13/RGCC/DACH1/GREM1/FRMD5/SEMA4B/NDRG4/ATP1B2/MMP28/PTPRM/ANGPT4/ADARB1/CLDN5/TIMP1/PLXNB3",44
"169","GO:0032970","GO:0032970","regulation of actin filament-based process","43/1066","406/18903",5.40288385938533e-05,0.00172284858687737,0.00139791837757002,"S1PR1/GJA5/LMOD1/PRKCE/SPTBN1/TNNC1/PHLDB2/ECT2/SLIT2/LIMCH1/ODAM/SYNPO2/SEMA5A/PTGER4/SYNPO/DSP/NEDD9/CCN2/CAV1/DLC1/RHPN1/TEK/TMOD1/MDK/SPTBN2/ESAM/WASF3/RGCC/CFL2/SPTB/CGNL1/CORO2B/SMIM22/ARHGEF15/ARHGAP44/CDK5R1/RAC3/KANK3/MYADM/ARHGAP40/BAIAP2L2/ARHGAP6/GPM6B",43
"167","GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","41/1066","380/18903",5.27015681179301e-05,0.00169984819026302,0.00137925586865107,"TNFRSF18/EPHB2/FGR/EPHA10/TIE1/ROR1/WNT3A/ALKAL2/PKDCC/PRKCE/EFEMP1/SH3BP5/GHR/HBEGF/SPINK1/FGFR4/FLT4/NEDD9/TTK/CAV1/NCAPG2/PBK/ANGPT1/TEK/FGFR2/THY1/STYK1/GPRC5A/IL23A/GAS6/GREM1/PEAK1/SRCIN1/ACE/PECAM1/AATK/CBLC/LILRA5/ANGPT4/CASS4/PDGFB",41
"168","GO:0001823","GO:0001823","mesonephros development","17/1066","102/18903",5.29921128157704e-05,0.00169984819026302,0.00137925586865107,"KIF26B/EPCAM/ROBO2/SLIT2/NPNT/FGF2/TCF21/BMPER/FGFR2/LGR4/CAT/SIX1/SIX4/GREM1/TMEM59L/BMP2/GPC3",17
"166","GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","19/1066","122/18903",5.19126826650983e-05,0.00168528582459165,0.00136743997330893,"STIL/DTL/CDC25A/HYAL1/CCNB1/CDC25C/EZH2/MTBP/CDK1/CDCA5/CCND2/ESPL1/RGCC/DLGAP5/CDT1/CDC6/TBX2/FAM83D/ADAMTS1",19
"165","GO:0050807","GO:0050807","regulation of synapse organization","27/1066","209/18903",4.98506660650911e-05,0.00162815296621076,0.00132108240404713,"EPHB2/CDC20/NEGR1/IGSF9/WNT3A/NGEF/WNT7A/ROBO2/SNCA/SLC7A11/GPM6A/NEDD9/MDGA1/TPBG/THBS2/LRRN3/BDNF/LRRK2/SIX1/SIX4/ITPKA/ARHGEF15/ARHGAP44/CDK5R1/SRCIN1/FLRT3/SRPX2",27
"164","GO:0034508","GO:0034508","centromere complex assembly","9/1066","32/18903",4.8091496442411e-05,0.00158027484346435,0.00128223412209098,"CENPF/CENPA/HJURP/CENPE/CENPK/HELLS/KNTC1/DLGAP5/CENPI",9
"163","GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","21/1066","142/18903",4.70396301235441e-05,0.0015551936609557,0.00126188326466388,"CLSPN/ORC1/NES/KIF14/DTL/CENPF/CDC25A/CCNA2/CCNB1/CDC25C/CDK1/CHEK1/FOXM1/BLM/PKMYT1/PLK1/AURKB/CDC6/CDK5RAP3/AURKA/FHL1",21
"162","GO:2000278","GO:2000278","regulation of DNA biosynthetic process","19/1066","121/18903",4.62296058347625e-05,0.00153784781384898,0.00124780885404551,"NEK2/RFC4/FGF2/FGFR4/PKIB/DSCC1/KLF4/PRKCQ/CHEK1/ACVRL1/RGCC/DACH1/GREM1/PIF1/CHTF18/GINS2/AURKB/GINS1/PDGFB",19
"161","GO:0051984","GO:0051984","positive regulation of chromosome segregation","8/1066","25/18903",4.551112680356e-05,0.00152335069779121,0.00123604590220326,"CDCA8/NCAPH/NCAPG/CCNB1/NCAPG2/CDT1/AURKB/CDC6",8
"160","GO:0060485","GO:0060485","mesenchyme development","36/1066","313/18903",3.96160725191173e-05,0.00133431884253452,0.00108266556081851,"TGFBR3/S100A4/WNT3A/TGFBR2/SEMA3B/SEMA3G/ROBO2/PHLDB2/SEMA5A/FOXF2/NOTCH4/TCF21/RADIL/HOXA5/EZH2/GLIPR2/ENG/FGFR2/MDK/FOLR1/ACVRL1/TBX5/TBX3/RGCC/EDNRB/SIX1/SIX4/GREM1/MESP1/SEMA4B/EMP2/FOXF1/TMEM100/TBX2/BMP2/FAM83D",36
"159","GO:0001945","GO:0001945","lymph vessel development","9/1066","31/18903",3.63756583924301e-05,0.00123288316400507,0.00100036070812416,"TIE1/HEG1/FGF2/FLT4/SVEP1/ACVRL1/CLEC14A/TMEM204/CCBE1",9
"156","GO:0051310","GO:0051310","metaphase plate congression","14/1066","71/18903",3.55406367044785e-05,0.00121930869212494,0.000989346389250421,"CDCA8/KIF2C/NUF2/KIF14/CENPF/CENPE/CCNB1/KIFC1/CDCA5/CDT1/AURKB/SPAG5/NDC80/FAM83D",14
"157","GO:2000027","GO:2000027","regulation of animal organ morphogenesis","20/1066","129/18903",3.55664674406893e-05,0.00121930869212494,0.000989346389250421,"ROR1/CD34/WNT3A/WNT7A/ROBO2/FGF2/RUNX2/SULF1/RSPO2/SAPCD2/LGR4/PRICKLE1/NTN4/PAX9/SIX1/SIX4/GREM1/MESP1/BMP2/GPC3",20
"158","GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","17/1066","99/18903",3.57488909548599e-05,0.00121930869212494,0.000989346389250421,"CLSPN/ORC1/KIF14/DTL/CENPF/CDC25A/CCNB1/CDC25C/CDK1/CHEK1/BLM/PLK1/AURKB/CDC6/CDK5RAP3/AURKA/FHL1",17
