TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000280"	"nuclear division"	-7.47493628318314	4.8550525079096	0.237469183663624	0.904492495387239	0.44153133	null
"GO:0050807"	"regulation of synapse organization"	50807	-2.78830479523277	4.15044940946088	0.0468791263553096	0.794153332154051	0.60996277	7088
"GO:0051348"	"negative regulation of transferase activity"	51348	-2.58603771482225	4.28153331385738	0.0633973955046237	0.844574147890705	0.80762477	7088
"GO:0051783"	"regulation of nuclear division"	51783	-8.13922883611152	4.26587865956282	0.0611527411059714	0.810606782383732	0.69940054	7088
"GO:0051784"	"negative regulation of nuclear division"	51784	-6.82400288850212	4.05888133934956	0.0379668205597744	0.753394396049657	0.96060242	7088
"GO:0051963"	"regulation of synapse assembly"	51963	-1.92773369871379	3.93110174563264	0.0282886134849354	0.79957569972456	0.96448131	7088
"GO:0051983"	"regulation of chromosome segregation"	51983	-7.87889980903877	4.36586221540256	0.0769846831348704	0.746625659751104	0.76265115	7088
"GO:0051984"	"positive regulation of chromosome segregation"	51984	-2.81720010416059	3.14082218010931	0.00458214531600805	0.732884512877663	0.81058696	7088
"GO:0051985"	"negative regulation of chromosome segregation"	51985	-7.26011143447514	4.00389116623691	0.0334509870428402	0.702876613980543	0.72170044	7088
"GO:0051988"	"regulation of attachment of spindle microtubules to kinetochore"	51988	-2.18649749139256	3.34143452457814	0.00727440435840931	0.778317243312039	0.65711526	7088
"GO:0061097"	"regulation of protein tyrosine kinase activity"	61097	-3.04035641292624	3.81050134776653	0.0214286578707381	0.825413361670117	0.79190938	7088
"GO:0061098"	"positive regulation of protein tyrosine kinase activity"	61098	-2.11959538350789	3.66360670812452	0.0152782385066318	0.787174951782463	0.90149191	7088
"GO:0071173"	"spindle assembly checkpoint signaling"	71173	-7.38256285633651	3.98944981766669	0.0323568423581205	0.692573356212984	0.99841988	7088
"GO:0071174"	"mitotic spindle checkpoint signaling"	71174	-7.38256285633651	3.99405306358768	0.0327016637133049	0.620684571737328	0.99841988	7088
"GO:0071900"	"regulation of protein serine/threonine kinase activity"	71900	-4.21052223282853	4.65936466663866	0.151326841076645	0.804507580905387	0.90720241	7088
"GO:0090068"	"positive regulation of cell cycle process"	90068	-5.63556152833939	4.23057663626874	0.056378291572649	0.708855154210644	0.76471199	7088
"GO:0090231"	"regulation of spindle checkpoint"	90231	-2.54660892313753	3.26410915630581	0.00608742315498609	0.735592832351346	0.95457195	7088
"GO:0090266"	"regulation of mitotic cell cycle spindle assembly checkpoint"	90266	-2.54660892313753	3.26410915630581	0.00608742315498609	0.694806301519372	0.85853255	7088
"GO:0110053"	"regulation of actin filament organization"	110053	-1.8214260295257	4.76513933178395	0.193060171823818	0.795809522431925	0.98418217	7088
"GO:1901888"	"regulation of cell junction assembly"	1901888	-4.5140958252973	4.08682235709906	0.0404899845145371	0.821926900745373	0.60413387	7088
"GO:1901987"	"regulation of cell cycle phase transition"	1901987	-4.89342147348119	4.80702060544357	0.212605574600857	0.730070801191242	0.88578165	7088
"GO:1901988"	"negative regulation of cell cycle phase transition"	1901988	-4.78278038417408	4.6026458934835	0.132799324415391	0.686886702741287	0.97063646	7088
"GO:1901989"	"positive regulation of cell cycle phase transition"	1901989	-2.7733264321719	3.93575910374531	0.0285936477606754	0.713639288072803	0.90548105	7088
"GO:1901990"	"regulation of mitotic cell cycle phase transition"	1901990	-5.38460130801294	4.63036684575141	0.141552481893149	0.72732715858864	0.88855421	7088
"GO:1901991"	"negative regulation of mitotic cell cycle phase transition"	1901991	-5.87501420961236	4.35623625728977	0.0752970478484391	0.693401938422667	0.9632063	7088
"GO:1901992"	"positive regulation of mitotic cell cycle phase transition"	1901992	-2.43629955118896	3.70035752782266	0.0166276836177861	0.719060428257622	0.8751477	7088
"GO:1902099"	"regulation of metaphase/anaphase transition of cell cycle"	1902099	-5.30503294339378	4.32277731470321	0.0697135943664148	0.702425162026951	0.99350544	7088
"GO:1902100"	"negative regulation of metaphase/anaphase transition of cell cycle"	1902100	-6.83262119716101	4.00216606175651	0.0333183634446924	0.680954431776693	0.89493459	7088
"GO:1902749"	"regulation of cell cycle G2/M phase transition"	1902749	-2.44623147508366	4.16022835719786	0.0479467463203997	0.747352231285167	0.73883522	7088
"GO:1902750"	"negative regulation of cell cycle G2/M phase transition"	1902750	-1.8214260295257	3.90579588036787	0.0266871835373001	0.712969749438473	0.94776174	7088
"GO:1903053"	"regulation of extracellular matrix organization"	1903053	-1.79153226715192	3.30449052777349	0.0066809137566977	0.83960729780863	0.54060393	7088
"GO:1903504"	"regulation of mitotic spindle checkpoint"	1903504	-2.54660892313753	3.26410915630581	0.00608742315498609	0.733035765918159	0.99993913	7088
"GO:1904029"	"regulation of cyclin-dependent protein kinase activity"	1904029	-4.2892720137751	4.45000263017319	0.093443271665018	0.706308751516503	0.87546279	7088
"GO:1905818"	"regulation of chromosome separation"	1905818	-7.14342933333904	4.11899180019598	0.0436033234810578	0.739883326211701	0.91023	7088
"GO:1905819"	"negative regulation of chromosome separation"	1905819	-7.26011143447514	4.00333125856133	0.0334078843734422	0.699856209476723	0.99882581	7088
"GO:1905820"	"positive regulation of chromosome separation"	1905820	-2.60195710940932	3.22891340599469	0.00561329379160755	0.728475092253871	0.82011436	7088
"GO:2000816"	"negative regulation of mitotic sister chromatid separation"	2000816	-7.47493628318314	3.99860802931509	0.0330464850684893	0.679657139891056	0.9995004	7088
"GO:2001251"	"negative regulation of chromosome organization"	2001251	-5.74875209588592	4.15848311269925	0.0477544421030853	0.746684165758362	0.68799681	7088
"GO:0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway"	-2.0112181753753	3.90509396832787	0.0266440808679021	0.854273874654792	0.31614915	null
"GO:0010517"	"regulation of phospholipase activity"	-2.22297518548934	3.27346427262135	0.00622004675313394	0.873740750788093	0.12356003	null
"GO:0010518"	"positive regulation of phospholipase activity"	10518	-1.86401933098832	3.19589965240923	0.00520216063734923	0.870043506098677	0.95656265	10517
"GO:0052547"	"regulation of peptidase activity"	52547	-2.10142523144423	5.05361617440439	0.375122531771226	0.827294503867124	0.65307161	10517
"GO:0010810"	"regulation of cell-substrate adhesion"	-5.05067632824641	4.00834462925269	0.0337958083980246	0.858126221198313	0.16098737	null
"GO:0001952"	"regulation of cell-matrix adhesion"	1952	-1.95592840586845	3.70475090429067	0.0167967787054246	0.862961801091129	0.92511359	10810
"GO:0007162"	"negative regulation of cell adhesion"	7162	-3.64294761442156	4.10380372095596	0.0421046768219871	0.789002202027682	0.84280698	10810
"GO:0010811"	"positive regulation of cell-substrate adhesion"	10811	-3.06395712658011	3.75258617874041	0.0187529767781053	0.816742356444657	0.80167865	10810
"GO:0022408"	"negative regulation of cell-cell adhesion"	22408	-1.8214260295257	3.93181370395914	0.0283350317442871	0.79379742898212	0.82215272	10810
"GO:0045785"	"positive regulation of cell adhesion"	45785	-1.9354466368557	4.31989685881489	0.069252727362851	0.803098384703211	0.88298868	10810
"GO:0016055"	"Wnt signaling pathway"	-2.35022416839419	4.72444791446434	0.175792579344969	0.827636709935738	0.24699074	null
"GO:0007178"	"transmembrane receptor protein serine/threonine kinase signaling pathway"	7178	-2.34909405723093	4.45069549372701	0.0935924732129343	0.836093428931515	0.64468955	16055
"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	7179	-1.79462410110174	3.9494875899465	0.0295120661778492	0.840058120283211	0.76824231	16055
"GO:0060070"	"canonical Wnt signaling pathway"	60070	-2.40231663045017	3.96604782107645	0.0306592603018281	0.845163874021292	0.87713212	16055
"GO:0060389"	"pathway-restricted SMAD protein phosphorylation"	60389	-1.8214260295257	2.931457870689	0.0028281982305028	0.857168057791018	0.66497964	16055
"GO:0071559"	"response to transforming growth factor beta"	71559	-1.83090126840901	4.03334332313522	0.0357984247300571	0.969966236662186	0.82033479	16055
"GO:0071560"	"cellular response to transforming growth factor beta stimulus"	71560	-1.92854542981989	4.02382839253489	0.0350225766808922	0.969175371837437	0.98627938	16055
"GO:0198738"	"cell-cell signaling by wnt"	198738	-2.32597985995055	4.72547058319046	0.176207028089181	0.97159292271772	0.84219072	16055
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	-2.7695898627835	4.97737603065493	0.314725745174698	0.983181838794346	0.11935679	null
"GO:0018212"	"peptidyl-tyrosine modification"	18212	-2.73071424926793	4.99716787144583	0.329400546309757	0.987152389628424	0.63620719	18108
"GO:0019511"	"peptidyl-proline hydroxylation"	19511	-1.8214260295257	3.91444894069855	0.0272243091097989	0.98884236731168	0.52266642	18108
"GO:0018126"	"protein hydroxylation"	-2.60195710940932	4.00034729668536	0.0331791086666372	0.990797546181577	0.32157358	null
"GO:0021700"	"developmental maturation"	-1.8214260295257	4.32647923638096	0.0703104005580801	0.770418491436302	0.47899036	null
"GO:0030198"	"extracellular matrix organization"	-13.8337684808894	4.47979118018949	0.100077767162364	0.923681535985284	0.40838919	null
"GO:0048251"	"elastic fiber assembly"	48251	-2.34889780377351	3.08919836680515	0.00406822887318515	0.929507437362853	0.80854897	30198
"GO:0070278"	"extracellular matrix constituent secretion"	70278	-2.69796739865849	2.22271647114758	0.000550387932313557	0.936897898645259	0.72350035	30198
"GO:0071711"	"basement membrane organization"	71711	-1.92568706731815	3.15136985024746	0.00469487537443372	0.935968851167847	0.81541395	30198
"GO:0085029"	"extracellular matrix assembly"	85029	-4.9653706812527	3.3807537708039	0.0079640470687781	0.928921681460043	0.84177793	30198
"GO:0031032"	"actomyosin structure organization"	-4.12202852921377	3.97150778171126	0.0310471843264105	0.919060577651811	0.44956471	null
"GO:0007015"	"actin filament organization"	7015	-1.80497526842055	4.88410401962062	0.253897931884188	0.905390645704957	0.77000433	31032
"GO:0031099"	"regeneration"	-2.02186954253	3.93490225832231	0.0285372827314626	0.774741360455833	0.46783783	null
"GO:0031589"	"cell-substrate adhesion"	-8.91628590619447	4.31376179629244	0.0682812595064181	0.980539407130148	0.00719356	null
"GO:0007156"	"homophilic cell adhesion via plasma membrane adhesion molecules"	7156	-1.97803227032366	4.79904402502942	0.208736281124893	0.97853911430704	0.94645511	31589
"GO:0007160"	"cell-matrix adhesion"	7160	-4.06064359743771	4.2047438326888	0.0531223822381194	0.978041693237913	0.65810943	31589
"GO:0034446"	"substrate adhesion-dependent cell spreading"	34446	-2.41328258070709	3.48372989900002	0.0100959714090047	0.742673039110574	0.87023026	31589
"GO:0098742"	"cell-cell adhesion via plasma-membrane adhesion molecules"	98742	-3.36988168624475	4.83298127031796	0.225702154917957	0.978448464313999	0.72924691	31589
"GO:0032963"	"collagen metabolic process"	-2.18927315671224	3.74950442387614	0.0186203531799575	0.998432578123199	0.02429221	null
"GO:0032970"	"regulation of actin filament-based process"	-2.76375288899024	4.82957391647268	0.22393826106259	0.85769415011612	0.19365152	null
"GO:0034329"	"cell junction assembly"	-4.86823566046718	4.2513705054967	0.0591434935940315	0.923051550518998	0.39054484	null
"GO:0007044"	"cell-substrate junction assembly"	7044	-1.87791576069008	3.33525725643453	0.00717162106984473	0.930584906001658	0.80556697	34329
"GO:0048041"	"focal adhesion assembly"	48041	-1.85934060043073	2.98317507203781	0.00318628194550198	0.917664591447165	0.95892486	34329
"GO:0050808"	"synapse organization"	50808	-2.31451329340439	4.25536900426644	0.0596905659363914	0.928110861425323	0.9204666	34329
"GO:0034501"	"protein localization to kinetochore"	-2.94199058870962	3.46089784275655	0.00957873937622811	0.976642383699792	0.00617403	null
"GO:0071459"	"protein localization to chromosome, centromeric region"	71459	-2.00457039679676	3.51067903103221	0.0107425114499755	0.976521132839713	0.87613538	34501
"GO:1903083"	"protein localization to condensed chromosome"	1903083	-2.94199058870962	3.46089784275655	0.00957873937622811	0.976642383699792	0.87070708	34501
"GO:0040013"	"negative regulation of locomotion"	-2.76347427590344	4.19587198945933	0.0520481310931218	0.79587146366427	0.14952712	null
"GO:0010594"	"regulation of endothelial cell migration"	10594	-2.26689689308364	3.85847704181334	0.0239319282857787	0.802386453135262	0.78487115	40013
"GO:0010632"	"regulation of epithelial cell migration"	10632	-2.51173233501618	3.99471298543157	0.0327513975626104	0.79973334966474	0.80067118	40013
"GO:0010634"	"positive regulation of epithelial cell migration"	10634	-2.13046958033882	3.81130684008134	0.0214684449501824	0.767194230204344	0.95583012	40013
"GO:0014910"	"regulation of smooth muscle cell migration"	14910	-1.80497526842055	3.23954972084047	0.00575254856966278	0.866792681578729	0.72028522	40013
"GO:0030336"	"negative regulation of cell migration"	30336	-2.04978811973579	4.12894825240933	0.0446145784169351	0.784034430269558	0.81687343	40013
"GO:0050920"	"regulation of chemotaxis"	50920	-2.26689689308364	4.06829720503145	0.0387990336381521	0.809898314592034	0.80947241	40013
"GO:2000146"	"negative regulation of cell motility"	2000146	-2.02186954253	4.17134609668718	0.0491900925530358	0.782970230449272	0.98575177	40013
"GO:0042060"	"wound healing"	-8.23461286549098	4.47565666318247	0.0991295084356068	0.967428795347033	0	null
"GO:0007596"	"blood coagulation"	7596	-4.1343194684515	4.36263324527236	0.0764144016628347	0.627844763078336	0.94221258	42060
"GO:0035313"	"wound healing, spreading of epidermal cells"	35313	-1.8214260295257	2.68484536164441	0.00160142994763523	0.720658017788088	0.73941699	42060
"GO:0042447"	"hormone catabolic process"	-2.18904548617512	2.76492298464989	0.00192635776309745	0.87973521666006	0.47456249	null
"GO:0043062"	"extracellular structure organization"	-13.8337684808894	4.48870579398179	0.102153326473378	0.93375830221518	0.40911872	null
"GO:0044857"	"plasma membrane raft organization"	-2.34889780377351	3.53630587235103	0.0113956826708536	0.940721190122211	0.34354817	null
"GO:0031579"	"membrane raft organization"	31579	-2.1683594438726	3.59900923982334	0.0131662077061273	0.94022991616316	0.57258895	44857
"GO:0045229"	"external encapsulating structure organization"	-13.8337684808894	5.47962712876509	1.0004295346785	0.921902220995362	0	null
"GO:0045765"	"regulation of angiogenesis"	-5.19803253467773	4.26594928995062	0.0611626878758325	0.797926653528239	0.15114436	null
"GO:0001819"	"positive regulation of cytokine production"	1819	-2.30874690749967	4.356503891894	0.0753434661077908	0.765083806721968	0.70138553	45765
"GO:0003156"	"regulation of animal organ formation"	3156	-1.85347800222289	3.1978316933289	0.0052253697670251	0.86215468210469	0.8824795	45765
"GO:0010720"	"positive regulation of cell development"	10720	-1.9753644750042	4.3019410577952	0.0664477382620241	0.783886954906438	0.71089392	45765
"GO:0030856"	"regulation of epithelial cell differentiation"	30856	-1.85288274283475	3.80352539557653	0.0210871521055074	0.802210562237485	0.74390953	45765
"GO:0032330"	"regulation of chondrocyte differentiation"	32330	-1.91143833113473	3.50528567414413	0.0106098878518276	0.809460116609034	0.71288053	45765
"GO:0034103"	"regulation of tissue remodeling"	34103	-2.24360659096139	3.35545152012652	0.00751312683507543	0.83726223717532	0.60568179	45765
"GO:0045601"	"regulation of endothelial cell differentiation"	45601	-1.8206688069836	3.18241465243455	0.00504301231957181	0.816740655440942	0.68070196	45765
"GO:0045766"	"positive regulation of angiogenesis"	45766	-4.36492379322278	3.84348194303996	0.0231196087471231	0.771825058273327	0.93575635	45765
"GO:0046850"	"regulation of bone remodeling"	46850	-2.22297518548934	3.23527587668705	0.00569618354044995	0.839613170644495	0.59591699	45765
"GO:0050818"	"regulation of coagulation"	50818	-3.19442867178058	3.88218288763027	0.0252747422170256	0.826103633814929	0.6525356	45765
"GO:0050819"	"negative regulation of coagulation"	50819	-3.50863514383696	3.61616031284758	0.0136967020987187	0.769025554050465	0.62800216	45765
"GO:0051960"	"regulation of nervous system development"	51960	-2.55380107757844	4.30109513495094	0.06631843025383	0.799319160121184	0.80071233	45765
"GO:0051962"	"positive regulation of nervous system development"	51962	-1.80686595644376	4.06175396780593	0.0382188053962553	0.767500759656211	0.79745692	45765
"GO:0061035"	"regulation of cartilage development"	61035	-1.92568706731815	3.62900161928699	0.014107835252977	0.816152993865102	0.72375337	45765
"GO:0098801"	"regulation of renal system process"	98801	-3.41899159440134	2.94001815500766	0.00288456325971563	0.844368979236462	0.57320501	45765
"GO:0110110"	"positive regulation of animal organ morphogenesis"	110110	-2.04895391467346	3.25887662937213	0.00601448017600478	0.789959105207136	0.70735826	45765
"GO:0120161"	"regulation of cold-induced thermogenesis"	120161	-1.9753644750042	3.69705489227257	0.0165016911995456	0.823315123469734	0.63526535	45765
"GO:0120162"	"positive regulation of cold-induced thermogenesis"	120162	-1.79764086521901	3.5210072524086	0.0110011274663638	0.790361519535349	0.73355278	45765
"GO:1901342"	"regulation of vasculature development"	1901342	-4.9981115417564	4.27272323461384	0.0621242089624044	0.800090463961901	0.79632883	45765
"GO:1903319"	"positive regulation of protein maturation"	1903319	-1.92568706731815	3.23879856271392	0.00574260179980169	0.832621540981333	0.71120352	45765
"GO:1903429"	"regulation of cell maturation"	1903429	-1.89004912428925	2.98000337158375	0.00316307281582611	0.857265582779268	0.75071308	45765
"GO:1904018"	"positive regulation of vasculature development"	1904018	-4.36492379322278	3.84348194303996	0.0231196087471231	0.7724250056235	0.93575635	45765
"GO:1905330"	"regulation of morphogenesis of an epithelium"	1905330	-1.85288274283475	3.47668674294564	0.0099335075012736	0.859267461179928	0.56838478	45765
"GO:2000027"	"regulation of animal organ morphogenesis"	2000027	-2.91388633021866	3.72713442376049	0.0176853568130152	0.854708904959688	0.58882532	45765
"GO:0045926"	"negative regulation of growth"	-2.38080733271206	4.06587835285739	0.0385835202911618	0.810870340547602	0.45560424	null
"GO:0048638"	"regulation of developmental growth"	48638	-1.80169643636499	4.29249973968558	0.0650187189919811	0.839928284207442	0.8636318	45926
"GO:0060045"	"positive regulation of cardiac muscle cell proliferation"	60045	-1.80169643636499	2.9216864754836	0.00276520202138257	0.775102230518393	0.71507092	45926
"GO:0046849"	"bone remodeling"	-2.47955980770265	3.48614699680657	0.0101523364382175	0.800699584743857	0.42086995	null
"GO:0048771"	"tissue remodeling"	-3.02270007845339	3.77713671250417	0.0198438058728713	0.793498729446299	0.43836243	null
"GO:0050000"	"chromosome localization"	-2.47955980770265	3.9516774373433	0.0296612677257656	0.979989591908117	0.15831289	null
"GO:0050673"	"epithelial cell proliferation"	-8.17770336018508	3.90735760813117	0.0267833356459573	0.975436326853832	0.00666884	null
"GO:0001935"	"endothelial cell proliferation"	1935	-3.90913089223987	3.16879202031418	0.00488717959174809	0.975791969756677	0.73798049	50673
"GO:0014855"	"striated muscle cell proliferation"	14855	-1.99429666019358	3.16136800223497	0.00480428984290569	0.977226247970745	0.73728566	50673
"GO:0033002"	"muscle cell proliferation"	33002	-2.42093404967108	3.26458172923808	0.00609405433489348	0.976990081841533	0.74706382	50673
"GO:0048144"	"fibroblast proliferation"	48144	-1.9581595065589	3.16494737262184	0.00484407692235004	0.977218120673576	0.7376205	50673
"GO:0050678"	"regulation of epithelial cell proliferation"	-6.78225258123734	4.18746431529292	0.0510501385170593	0.855629781174535	0.16538474	null
"GO:0001936"	"regulation of endothelial cell proliferation"	1936	-3.68552799283585	3.79190108000957	0.0205301329932864	0.859251303730917	0.71755957	50678
"GO:0001937"	"negative regulation of endothelial cell proliferation"	1937	-1.8214260295257	3.40036527334994	0.00833207755363837	0.80448674125073	0.84727281	50678
"GO:0050679"	"positive regulation of epithelial cell proliferation"	50679	-3.02190942350564	3.89442683796419	0.0259975408269313	0.810600920986809	0.90484507	50678
"GO:0050680"	"negative regulation of epithelial cell proliferation"	50680	-1.85288274283475	3.80848105656595	0.0213291901721272	0.794175690946273	0.90691295	50678
"GO:2000345"	"regulation of hepatocyte proliferation"	2000345	-1.8214260295257	2.65030752313194	0.00147875311934847	0.877382561852313	0.7725836	50678
"GO:0050817"	"coagulation"	-3.95832343062198	4.36466354089477	0.0767724853778338	0.777272209045904	0.49451592	null
"GO:0050878"	"regulation of body fluid levels"	-6.03755813313098	4.55464661620637	0.118903686919451	0.850017560645841	0.14913473	null
"GO:0007599"	"hemostasis"	7599	-4.69908046354461	4.36554414002947	0.0769283181056576	0.841175489692496	0.60040713	50878
"GO:0050803"	"regulation of synapse structure or activity"	50803	-2.61014179426053	4.16130809541622	0.0480661075587328	0.858098855770554	0.58076397	50878
"GO:0051917"	"regulation of fibrinolysis"	51917	-2.18649749139256	2.94448267215017	0.0029144035692989	0.771494439456208	0.85902947	50878
"GO:1900046"	"regulation of hemostasis"	1900046	-3.99456253610691	3.82445127003661	0.022128247350968	0.846649263727757	0.863153	50878
"GO:1900047"	"negative regulation of hemostasis"	1900047	-4.44840723560324	3.50718097726024	0.0106563061111794	0.792749627252642	0.82449912	50878
"GO:0051145"	"smooth muscle cell differentiation"	-3.85999776282737	3.20384846374623	0.00529831274600641	0.780339722853772	0.42268196	null
"GO:0007517"	"muscle organ development"	7517	-2.40231663045017	4.3450991461329	0.0733905836250638	0.715700001134924	0.92205212	51145
"GO:0042692"	"muscle cell differentiation"	42692	-2.95696152509229	4.23238614613191	0.0566136984593614	0.751511629524766	0.7821434	51145
"GO:0051146"	"striated muscle cell differentiation"	51146	-1.99149463506664	4.1497424147134	0.0468028677863745	0.753430106953211	0.89466202	51145
"GO:0055001"	"muscle cell development"	55001	-1.79894982319105	4.0379441552031	0.0361797175747322	0.754369444754204	0.95853329	51145
"GO:0051302"	"regulation of cell division"	-3.02270007845339	4.52850533914635	0.111957525966457	0.864061594191441	0.17445749	null
"GO:0051383"	"kinetochore organization"	-3.9503065466322	3.93166123968448	0.028325084974426	0.918436832057064	0.44666209	null
"GO:0034508"	"centromere complex assembly"	34508	-2.801267373413	4.09936982638984	0.0416769657179603	0.911352132055049	0.54463412	51383
"GO:0051382"	"kinetochore assembly"	51382	-2.18649749139256	3.91481898044747	0.0272475182394748	0.910437494248568	0.77488901	51383
"GO:0051782"	"negative regulation of cell division"	-2.18649749139256	3.34576569311449	0.00734734733739062	0.818355793250392	0.41136289	null
"GO:0051781"	"positive regulation of cell division"	51781	-1.93607076867338	4.21173442287603	0.0539844356260804	0.817114533580054	0.79648794	51782
"GO:0060021"	"roof of mouth development"	-2.40231663045017	3.58478337899651	0.0127418121920542	0.784356434051839	0.44506902	null
"GO:0070371"	"ERK1 and ERK2 cascade"	-1.86691309671868	3.29534714833362	0.00654165897864246	0.862620708659454	0.28836204	null
"GO:0071695"	"anatomical structure maturation"	-2.10002506294863	4.25379822986825	0.0594750525894012	0.765217164220166	0.49070017	null
"GO:0072577"	"endothelial cell apoptotic process"	-1.8214260295257	2.54406804435028	0.00115714089383995	0.997375540886971	0.005357	null
"GO:0072593"	"reactive oxygen species metabolic process"	-2.16067552151309	4.89392258208641	0.25970352989311	0.993613072700892	0.06262366	null
"GO:0090130"	"tissue migration"	-4.13347980617938	3.82458137623348	0.0221348785308754	0.792275598310866	0.44135307	null
"GO:1903034"	"regulation of response to wounding"	-5.5103478688452	4.03229634473947	0.035712219391261	0.832176576199452	0.14588345	null
"GO:0030111"	"regulation of Wnt signaling pathway"	30111	-2.62305910289299	4.49869642185755	0.104530604470178	0.817044096124424	0.60905685	1903034
"GO:0030177"	"positive regulation of Wnt signaling pathway"	30177	-3.5757538229307	3.98739809913702	0.0322043252202505	0.784970328012838	0.517085	1903034
"GO:0030193"	"regulation of blood coagulation"	30193	-3.52724807807202	3.81862172637589	0.021833159845089	0.746416384016372	0.95784764	1903034
"GO:0030195"	"negative regulation of blood coagulation"	30195	-3.87404789936912	3.50188049375506	0.0105269981029852	0.70684121149194	0.95666245	1903034
"GO:0032102"	"negative regulation of response to external stimulus"	32102	-3.79860851161838	4.34064237756071	0.0726412602955285	0.763107784744777	0.68066969	1903034
"GO:0032103"	"positive regulation of response to external stimulus"	32103	-2.4281310465821	4.57074136245526	0.123392995716755	0.773492936120438	0.81378021	1903034
"GO:0042730"	"fibrinolysis"	42730	-1.9899413685393	3.25767857486918	0.0059979022262363	0.715165372031674	0.96880908	1903034
"GO:0043410"	"positive regulation of MAPK cascade"	43410	-2.35506662227454	4.41106385746092	0.0854294907469344	0.7714643894118	0.76296915	1903034
"GO:0050727"	"regulation of inflammatory response"	50727	-3.11744794363607	4.25618838258977	0.0598032959948171	0.82313473824277	0.7735439	1903034
"GO:0050729"	"positive regulation of inflammatory response"	50729	-2.10142523144423	3.79726754083072	0.020785433419721	0.793549961582003	0.78362061	1903034
"GO:0060828"	"regulation of canonical Wnt signaling pathway"	60828	-2.68136427151237	4.24407910667239	0.0581587633777838	0.820821447542523	0.8852185	1903034
"GO:0061041"	"regulation of wound healing"	61041	-5.37681882264434	3.9451730461739	0.029220294261924	0.826298280843372	0.94521421	1903034
"GO:0061045"	"negative regulation of wound healing"	61045	-5.36480816278601	3.60411800619204	0.013322040433951	0.775873254959915	0.90297033	1903034
"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	70372	-1.85288274283475	4.11203495117343	0.0429103651807353	0.823132375358774	0.89687471	1903034
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	70374	-2.42093404967108	3.8777743499914	0.025019441790591	0.787247457712247	0.86537241	1903034
"GO:0090092"	"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	90092	-1.83090126840901	4.31086317427254	0.0678270236827617	0.821852402947418	0.64109646	1903034
"GO:0090100"	"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	90100	-3.24881461798184	3.76305344029961	0.0192105281917154	0.793019335357389	0.69437609	1903034
"GO:0090263"	"positive regulation of canonical Wnt signaling pathway"	90263	-2.94199058870962	3.75633176732106	0.0189154406858364	0.791314947624542	0.82537203	1903034
"GO:0090287"	"regulation of cellular response to growth factor stimulus"	90287	-2.12183379106032	4.35529823521117	0.075134583940708	0.831424417297065	0.54603629	1903034
"GO:1903035"	"negative regulation of response to wounding"	1903035	-5.98051983152666	3.72246938588403	0.0174963681856545	0.77546607327406	0.65924064	1903034
"GO:1990778"	"protein localization to cell periphery"	-1.91776192432897	4.13751235312213	0.0455031565245257	0.980143657382088	0.39952068	null
"GO:1990845"	"adaptive thermogenesis"	-1.93607076867338	2.90254677931399	0.00264584078304951	0.998598539150731	0.02108614	null
"GO:2000352"	"negative regulation of endothelial cell apoptotic process"	-1.97970142272343	3.13097669160562	0.00447936202744347	0.825959950502475	0.39977963	null
"GO:2000573"	"positive regulation of DNA biosynthetic process"	-3.25382694493457	3.67970038087196	0.0158551511585749	0.815893617364515	0.15349855	null
"GO:0090329"	"regulation of DNA-templated DNA replication"	90329	-2.21589347078183	4.22099669714737	0.0551482076998277	0.851710272399844	0.74691205	2000573
"GO:1900262"	"regulation of DNA-directed DNA polymerase activity"	1900262	-2.04357346340903	2.86805636182304	0.00244358979587405	0.846773289225667	0.86293409	2000573
"GO:1900264"	"positive regulation of DNA-directed DNA polymerase activity"	1900264	-2.04357346340903	2.86805636182304	0.00244358979587405	0.809612705751786	0.86293409	2000573
"GO:2000278"	"regulation of DNA biosynthetic process"	2000278	-2.81308664039664	3.84923509131472	0.0234279586128168	0.859739321422212	0.69249161	2000573
"GO:2001212"	"regulation of vasculogenesis"	-2.41328258070709	2.78318869107526	0.00200924751193985	0.860889475895339	0.47475996	null
